DrugGEN_MOL_ID,SMILES,DOCKING_SCORE
CDK2_01_009197,Cn1cnc2c(NCCCO)nc(-c3cccc(C(=O)NCCc4cccnc4)c3)nc21,-8.878
CDK2_03_001708,Cc1cccnc1Nc1ncc(-c2cncc(C(=O)NCC[NH3+])c2)s1,-8.874
CDK2_03_002598,C[NH+]1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,-8.870
CDK2_03_000032,Cc1ncc(-c2ccnc(NC(=O)[C@@H]3CCC[C@@H]([NH2+][C@@H](C)O)C3)c2)n1C(C)C,-8.868
CDK2_01_003740,COc1cc(Nc2ncc3ccn(-c4cccc(C(F)(F)F)c4)c3n2)cc(OC)c1OC,-8.865
CDK2_03_000241,Cc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,-8.865
CDK2_02_001502,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,-8.863
CDK2_03_000896,CN(C)[C@H](O)c1ccc2c(c1)[C@H](CNc1ccc(C[NH+]3CCCCC3)cc1)C(=O)N[C@@H]2O,-8.861
CDK2_02_000796,CC(=O)N1CCc2[nH]nc(NC(=O)c3ccc4c(c3)OCO4)c2C1,-8.857
CDK2_02_000216,O=C1Nc2ccc(F)c3c(SC[C@H]4CCC[NH2+]4)cc(-c4ccccn4)c1c23,-8.857
CDK2_02_001448,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[NH+](C)CC4)cc3)ncc2F)n1C(C)C,-8.856
CDK2_03_000654,O=C(Cn1ccc2ccccc21)Nc1ncc(C2CCC2)s1,-8.855
CDK2_03_002079,c1ccc(-n2c3cnccc3c3cnc(Nc4ccc(N5CC[NH2+]CC5)cn4)nc32)cc1,-8.853
CDK2_02_000421,CCNc1ccc2[nH]nc(NC(=O)Cc3ccccc3)c2c1,-8.852
CDK2_01_001940,CNc1cc2ccnc(-c3ccc(O[C@@H](N)CC[C@H]([NH3+])N(C)C)cc3)c2cc1NC,-8.851
CDK2_01_002161,O=C1NC(=O)[C@@H](Cc2cnn3c(NC4CC4)cc(Nc4cc(F)cc(C(F)(F)F)c4)nc23)N1,-8.851
CDK2_03_001646,CCn1cnc2c(Nc3cccc(OC)c3)nc(N[C@@H]3CCCC[C@H]3[NH3+])nc21,-8.851
CDK2_03_000585,O=C(c1ccc(CCc2n[nH]c3ccccc23)cc1)N1CC[NH2+]CC1,-8.848
CDK2_02_000548,CC(C)c1c2cc(-c3ccnc(N[C@H]4CC[C@@H]([NH2+]C5CCOCC5)CC4)n3)ccc2nn1C,-8.847
CDK2_02_001196,CCS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(O[C@H](C)C(C)(C)O)n2)cc1,-8.846
CDK2_02_000758,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CC[N@H+](CCN(C)C)C5)ncc3F)cc2n1C(C)C,-8.844
CDK2_03_002472,C[N@H+]1CC[C@H](c2ccc(CC(=O)Nc3cc(C4CC4)[nH]n3)cn2)CC1,-8.844
CDK2_02_000089,CS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OC3CCCCC3)n2)cc1,-8.843
CDK2_01_007181,Nc1cc([C@@H](N)[NH3+])cc2cc(-c3ccc(P(=O)([O-])[O-])cc3)ccc12,-8.840
CDK2_02_000695,CC(=O)N1CCc2[nH]nc(NC(=O)Cc3ccccc3)c2C1,-8.838
CDK2_03_000582,Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1nc2ccccc2s1,-8.837
CDK2_03_002777,FC(F)(F)c1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc4[nH]cnc4c3)n2)cc1,-8.836
CDK2_02_001238,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC[NH+](C)C)C5)ncc3F)cc2n1C(C)(C)C,-8.835
CDK2_03_001523,C[NH2+]C[C@H]1CCCN1C(=O)c1cc(Nc2ncc3cnn([C@@H]4C[C@H]5C[C@H]5C4)c3n2)cnc1C,-8.833
CDK2_02_000633,O=C(N[C@@H]1CCC[NH2+]C1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,-8.833
CDK2_01_004641,[NH3+]C[C@H]([NH3+])Cc1ccc2c(c1)[C@H]([NH3+])Cc1cc(O)ccc1N2,-8.830
CDK2_03_003062,CCn1cnc2c(Nc3cccc(F)c3)nc(N[C@H]3CC[C@@H](O)CC3)nc21,-8.829
CDK2_03_000849,COc1ccc(F)cc1-c1ccnc2[nH]c(C3CCN(C[C@H](O)C[NH2+]CCO)CC3)cc12,-8.827
CDK2_03_000185,CCN1CC[NH+](Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,-8.820
CDK2_03_000202,COc1ccc(F)cc1-c1ccnc2[nH]c([C@@H]3CC[C@@H](N=[S@@](C)(=O)O)C3)cc12,-8.819
CDK2_01_003823,C[C@@H]([NH3+])c1cc(S(=O)(=O)[C@@H](N)C2CCCC2)ccc1NCCNc1ccccc1O,-8.818
CDK2_03_001924,COc1ccc(F)cc1-c1ccnc2[nH]c([C@@H]3CC[N@H+](C)C3)cc12,-8.818
CDK2_03_002994,Cn1ncc2cc(-c3cnc4[nH]nc(N)c4c3N3CCC4(CCNC4=O)CC3)ccc21,-8.817
CDK2_02_001450,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)nc1-2,-8.817
CDK2_03_001324,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CCC[NH2+]3)cc12,-8.816
CDK2_02_000680,Nc1cnn2c(NCc3ccncc3)cc(-c3ccccc3F)nc12,-8.813
CDK2_01_003001,Nc1cc(C[C@H]([NH3+])NC[C@H]([NH3+])c2ccc(O)cc2)c(N)c2ccccc12,-8.813
CDK2_01_000086,COc1cc2ncc3c(c(-c4ccc(C)cc4F)nn3C)c2cc1O,-8.812
CDK2_02_001102,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,-8.810
CDK2_01_003991,Cc1c2ccccc2c(O)n1C[C@H](O)CNC(=O)[C@@H]1CC(C)(C)[NH2+]C1(C)C,-8.810
CDK2_01_000145,CC(=O)Nc1ccc(C(=O)[O-])c(Nc2cccc(C(F)(F)F)c2)c1,-8.808
CDK2_03_002590,Cc1nc2ccccn2c1-c1ccnc(Nc2ccccc2N)n1,-8.807
CDK2_01_004236,Cc1c(NCc2ccc(O)c(NO)c2)sc2c1CCCC2,-8.806
CDK2_03_001696,CC(C)c1[nH]nc(N)c1-c1ccnc(Nc2ccc(C3CC[NH2+]CC3)cn2)n1,-8.805
CDK2_01_008170,COc1cc(Nc2ncc3ccn(-c4ccc(C)cn4)c3n2)cc(OC)c1OC,-8.804
CDK2_03_001481,Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccc2[nH]ccc2c1,-8.803
CDK2_02_001038,Cc1cc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)ccc1C(=O)N(C)C,-8.799
CDK2_03_001551,COc1ccc(F)cc1-c1ccnc2[nH]c([C@@H]3CC[NH2+]C3)cc12,-8.798
CDK2_03_000669,N[C@@H]([NH3+])C[C@H]1CC[C@@H]([N@H+]2CC[C@H](c3[nH]c4nccc5c4c3CNc3ccc(F)cc3-5)CC2)CC1,-8.793
CDK2_03_001204,CCNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-8.792
CDK2_01_008395,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccc3)cc2)c2ncn(C)c2n1,-8.792
CDK2_02_000454,C[NH+](C)C[C@@H](O)COc1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1,-8.792
CDK2_01_008508,Nc1cc(N)cc(Nc2cc(C(F)(F)F)nc(-c3ccccn3)n2)c1,-8.792
CDK2_03_001755,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CC[C@@H]([NH3+])CC3)cc12,-8.789
CDK2_01_005907,NC(=[NH2+])c1coc([C@H]([NH3+])CCc2ccc(CNc3ccccc3)cc2)n1,-8.788
CDK2_03_002811,Oc1ccc(C2CCCCC2)c2ccccc12,-8.788
CDK2_03_001959,O=C(c1ccc(Nc2ncc(F)c(-c3ccc4nccnc4c3)n2)nc1)N1CC[NH2+]CC1,-8.786
CDK2_01_004550,NC(=O)[C@H]([NH3+])CCc1ccc(NCc2ccc([C@H]([NH3+])[C@H]3CC[C@@H](c4ccc(O)cc4)CC3)s2)cc1,-8.785
CDK2_02_000053,NC(=[NH2+])c1ccc([C@H]([NH3+])Nc2cc(C3CC3)[nH]n2)cc1,-8.783
CDK2_03_001091,Nc1cccc(Nc2ncnc3[nH]nc(Nc4cccc(O)c4)c23)c1,-8.783
CDK2_01_005930,NC(=O)[C@H]1CO[C@H](c2cc3cc(F)ccc3[nH]2)N1,-8.782
CDK2_03_001133,CC(C)n1cnc2c(Nc3cccc(N)c3)nc(N[C@H]3CC[C@@H]([NH3+])CC3)nc21,-8.778
CDK2_02_000178,CCn1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)c1C,-8.776
CDK2_03_000990,Cc1nc(Nc2ncc(F)c(-c3cc(F)c4nc5n(c4c3)C(C)(C)CC5)n2)ccc1CN1CC[NH2+]CC1,-8.776
CDK2_01_005379,CC1(C)Cc2nc(NC3CCCC3)c(-c3cncnc3)cc2[C@H](O)C1,-8.776
CDK2_03_000596,CC[N@H+]1CC[C@H]([C@@H](C)c2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)cn2)CC1,-8.774
CDK2_02_000464,O=C(Nc1cc(C2CC2)[nH]n1)c1cccc(C(F)(F)F)c1,-8.774
CDK2_02_000691,CC(=O)N1CCc2[nH]nc(NC(=O)c3cccc(F)c3)c2C1,-8.774
CDK2_02_001128,FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,-8.771
CDK2_03_001463,CC(C)c1ncnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N3CC[NH2+]CC3)nc12,-8.768
CDK2_03_002199,Cn1cc(Nc2ncc3cnn(C4CCC(C)(C)CC4)c3n2)cc1C(N)=O,-8.767
CDK2_01_006167,O[C@H](c1cnc[nH]1)c1[nH+]ccc2c1[nH]c1ccccc12,-8.766
CDK2_02_000559,c1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(-c2cocn2)c1,-8.765
CDK2_03_000299,CC(C)n1cnc2c(NCc3ccccc3)ncnc21,-8.764
CDK2_03_001986,Cc1nc(Nc2ccc(N)c(N)c2)c2ncn(C(C)C)c2n1,-8.764
CDK2_01_006339,Nc1ccc(NC(=O)Nc2cccc3ccccc23)cc1N,-8.764
CDK2_03_003067,COc1ccc(F)cc1-c1ccnc2[nH]c([C@@H]3CCCC[NH2+]C3)cc12,-8.763
CDK2_01_002434,NC(=[NH2+])c1cc2cc(-c3ccco3)oc2cc1[C@@H](N)[NH3+],-8.761
CDK2_02_000232,CC(=O)N1CCc2[nH]nc(NC(=O)c3ccccc3)c2C1,-8.756
CDK2_02_000742,Oc1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-8.756
CDK2_02_000135,Cc1c(Nc2ncc(N)c(-c3cnn4ccccc34)n2)cnn1[C@H]1CC[N@H+]([C@@H](C)O)CC1,-8.753
CDK2_03_000038,CC(C)n1cnc2c(NCc3cccc(C(F)(F)F)c3)ncnc21,-8.749
CDK2_02_000651,CC(C)c1cc(-c2ccnc3[nH]c([C@H]4CC[N@H+](C[C@@H]([O-])[NH+]5CCCC5)CC4)cc23)ccc1O,-8.749
CDK2_01_006362,c1cc(N2CC[NH2+]CC2)nc(-n2ncc3cnc(-c4cncc(C5CC5)n4)cc32)c1,-8.749
CDK2_03_000557,CC(C)CC(=O)N1CCC[C@@H](c2ccc(CC(=O)Nc3cc(C4CC4)[nH]n3)cn2)C1,-8.744
CDK2_03_001348,C[C@@H]1CN(c2ccc(Nc3ncc4c5cccc(F)c5n(C5CCCC5)c4n3)nn2)CC[NH2+]1,-8.744
CDK2_01_005796,CC1(C)CCNc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc21,-8.743
CDK2_03_002950,COc1ccc(F)cc1-c1ccnc2[nH]c(C3CCN(S(N)(=O)=O)CC3)cc12,-8.742
CDK2_01_001860,O=c1[nH]c(CO)nc2ccccc12,-8.739
CDK2_01_002361,NC(=[NH2+])NC(=O)Cc1cc(N)c(Nc2cccc3ccc(N)cc23)c([NH3+])c1,-8.739
CDK2_03_000698,COc1ccc(F)cc1-c1ccnc2[nH]c([C@@H]3CC[N@@H+]([C@@H](C)[O-])C3)cc12,-8.737
CDK2_03_001362,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3C[N@@H+](CCN4CCOCC4)C3)cc12,-8.735
CDK2_01_000365,Cc1cc(-c2ccnc(Nc3ccc(N[C@@H](C)O)[nH+]c3)n2)ccc1N1CC[C@@H](O)C1,-8.734
CDK2_01_005258,Nc1ncnn2c(-c3ccnc(CCO)c3)cc(C(=O)N[C@H]3CC[C@@H]([NH3+])CC3)c12,-8.732
CDK2_01_003526,Cc1c([C@H]([NH3+])CCCc2ccccc2)oc2ccc([C@@H](O)[C@H]([NH3+])C3CC[NH2+]CC3)cc12,-8.732
CDK2_02_000463,COc1ccc(-n2nc(C(N)=O)c3ccc4[nH]ncc4c32)cc1,-8.731
CDK2_01_006072,C[C@H](c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)[N@H+]1C[C@H](Oc2ccccn2)C1,-8.730
CDK2_02_000339,NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1,-8.729
CDK2_03_001493,Cc1cccc(Nc2nc(N)nc3c2ncn3C(C)C)c1,-8.729
CDK2_01_009104,O=C1c2c(nc3ccccn23)N[C@H](c2cccnc2)[NH2+][C@@H]1Cc1ccccc1,-8.729
CDK2_02_000804,NC(=O)c1nn(-c2cccnc2)c2c1CCc1[nH]ncc1-2,-8.727
CDK2_03_001630,CC(C)c1cc(-c2ccnc3[nH]c(C4CCN(CC(F)F)CC4)cc23)ccc1O,-8.727
CDK2_03_001992,COc1ccc(CNc2nc(N)nc3c2ncn3C(C)C)cc1,-8.726
CDK2_01_006741,CCc1nc(NCCCn2cc[nH+]c2)c2oc3ccccc3c2n1,-8.724
CDK2_02_000383,CC(C)c1cc(-c2ccnc3[nH]c([C@H]4CC[N@@H+](CC(=O)N(C)C)CC4)cc23)ccc1O,-8.723
CDK2_03_001145,CCn1cnc2c(Nc3cccc(N)c3)nc(N3CCC[C@@H]3C[NH3+])nc21,-8.722
CDK2_03_001427,Cc1c(-c2cc(NC(=O)[C@@H]3CCC[C@@H]([NH2+][C@@H](C)O)C3)cnc2N)cnn1C,-8.722
CDK2_02_001061,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,-8.721
CDK2_03_002514,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CC[N@H+](C[C@H](O)C[NH+]4CCCCC4)CC3)cc12,-8.721
CDK2_01_000382,CCCCNc1nc2c(NO)cc(C(F)(F)F)cc2c(=O)[nH]1,-8.721
CDK2_02_001395,CC(=O)N1CCC(n2cc(Nc3ncc(N)c(-c4cnc5ccccn45)n3)cn2)CC1,-8.720
CDK2_03_001028,CCOc1ccc(Nc2c(C)c(N[C@@H]3CCC[NH2+]C3)nc3ccnn23)cc1,-8.719
CDK2_01_004698,Cc1ccc([C@@H](O)[C@H]([NH3+])c2ccc(NC[C@@H](C)[NH3+])cc2)cc1,-8.718
CDK2_01_006324,Nc1nc2c(ncn2Cc2cccc(OCP(=O)([O-])[O-])c2)c(=O)[nH]1,-8.716
CDK2_03_003049,COc1nccc2c3cnc(Nc4ccc(N5CC[NH2+]CC5)cn4)nc3n(C3CCCC3)c12,-8.715
CDK2_03_000673,O=C(CCc1cncc(F)c1-c1cnn(C2CC2)c1)Nc1ccc(C[NH+]2CCOCC2)cc1,-8.711
CDK2_01_005903,COc1ccc(Nc2nc(-c3ccccc3)nc3ccc(NO)cc23)cc1OC,-8.710
CDK2_02_000194,COc1ccc2cnc(Nc3ccc(N4CC[NH+](C[C@H](O)C[NH3+])CC4)cc3)nc2c1C1CCCC1,-8.709
CDK2_02_000229,Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,-8.708
CDK2_01_009976,Oc1c2cc(F)c(F)cc2cn1-c1ccccc1,-8.708
CDK2_02_000619,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1,-8.707
CDK2_03_002090,O=C1NN[C@H](O)[C@H](CNc2ccc(-c3nc4cccnc4[nH]3)cc2)[C@@H](O)N1,-8.705
CDK2_01_008521,Nc1ccc(CNc2nc(-c3ccc4c(c3)NCCN4)cs2)cc1,-8.704
CDK2_01_000043,Nc1cccc(Cn2cc(C[C@@H](N)[NH3+])c3ccccc32)c1,-8.703
CDK2_03_003087,O=C([O-])Cc1ccc(-n2c3cnccc3c3c[nH+]c(Nc4ccc(N5CC[NH2+]CC5)cn4)cc32)cc1,-8.703
CDK2_02_000331,CCOC(=O)c1ccc(Nc2ncc3c(n2)-c2cnc(SC)nc2CC3)cc1,-8.701
CDK2_02_000497,CCNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)s1,-8.698
CDK2_03_001431,COc1cc(F)c(F)cc1-c1ccnc2[nH]c(C3CC[NH2+]CC3)cc12,-8.698
CDK2_02_000563,CNC(=O)c1ccc(Nc2nccc(-c3cnc(COC)n3C(C)C)n2)cc1,-8.694
CDK2_02_000884,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C4CC4)n3C(C)C)n2)cc1,-8.693
CDK2_02_000516,COC[C@@H](Nc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1F)[C@@H](C)O,-8.692
CDK2_01_001924,c1ccc(-c2nc3ccc(C4[NH2+]CC[NH2+]4)cc3s2)c(-c2nc3ccc(C4[NH2+]CC[NH2+]4)cc3s2)c1,-8.692
CDK2_01_003171,Nc1ccccc1Nc1ncc(F)c(Nc2cc(C3CC3)[nH]n2)n1,-8.690
CDK2_02_001532,Cc1cnn2c(NCc3ccncc3)cc(C(C)(C)C)nc12,-8.688
CDK2_02_000345,CC(C)c1ncnc2c(NCc3ccccc3)nc(N[C@@H]3CCCC[C@H]3[NH3+])nc12,-8.688
CDK2_02_000660,CS(=O)(=O)N1CCC(Nc2ncc3c(CCO)c(O)n(C4CCCC4)c3n2)CC1,-8.688
CDK2_03_002632,C[NH+](C)C[C@@H](O)COc1ccc(Nc2cc(Nc3ccccc3NO)ncn2)cc1,-8.683
CDK2_01_007159,CCNc1ccc(Cn2c(N)c(-c3ccc(C(C)C)cc3)c3cc(NCC)ccc32)cc1,-8.683
CDK2_03_000311,COc1ccc(F)cc1-c1c(F)cnc2[nH]c([C@H]3CC[N@H+](CC(=O)N4CC(O)C4)CC3)cc12,-8.682
CDK2_01_006816,N[C@]1([NH3+])C[C@@H](C[C@H]([NH3+])C[C@@H]2C[C@@H]([NH3+])C[C@H]2[NH3+])[C@H]([NH3+])[C@H](C[C@@H]([NH3+])c2ccc3ccccc3c2)C1,-8.681
CDK2_01_002056,CNc1ccc(-c2[nH]c3ccc(NCc4ccc(O)c(O)c4)cc3c2[C@@H](N)[NH3+])cc1,-8.680
CDK2_02_000162,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC,-8.679
CDK2_01_002123,O=C(Nc1nccs1)c1cccc2[nH]c(-c3cccc(C(F)(F)F)c3)nc12,-8.677
CDK2_02_000565,C[C@@H]([NH3+])[C@@H]1[C@H]([NH3+])C[C@H]2Nc3cc(C(N)=O)cc(N)c3[C@]2(C)[C@@H]1[NH3+],-8.676
CDK2_02_000500,Cc1nn(C2CC[NH2+]CC2)cc1Nc1ncc(N)c(-c2cnc3ccccn23)n1,-8.673
CDK2_03_001638,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@]3(O)CC[NH2+]C[C@H]3O)nc12,-8.673
CDK2_03_002256,CNc1ccc(F)cc1-c1c(F)cnc2[nH]c([C@H]3CC[C@@H]([C@@H](N)[NH3+])CC3)cc12,-8.672
CDK2_02_000462,O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1cc(C2CC2)[nH]n1,-8.671
CDK2_03_002748,COc1ccc(F)cc1-c1ccnc2[nH]c(C3CC[NH2+]CC3)cc12,-8.671
CDK2_01_001638,CNc1ccc(-c2c(Cc3ccccc3)[nH]c3c(N)cc(-c4ccccc4)cc23)cc1,-8.671
CDK2_01_003330,Cc1noc(-c2nc(C)c3c(c2N)C(=O)N(Cc2ccc(N4CCC[C@H]4O)cc2)[C@@H]3O)n1,-8.669
CDK2_02_000484,C[NH+]1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,-8.668
CDK2_02_001231,CSc1ncc2c(n1)CCc1cnc(Nc3ccccc3)nc1-2,-8.667
CDK2_03_002538,Nc1cnc2[nH]c([C@@H]3CCC[NH2+]C3)cc2c1-c1cccc(F)n1,-8.662
CDK2_02_001094,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N4CCOCC4)cc3)nc1-2,-8.659
CDK2_03_001763,CCn1cnc2c(Nc3ccc(F)cc3)nc(NCCO)nc21,-8.658
CDK2_03_002773,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)[nH+]2)on1,-8.657
CDK2_03_001229,COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3CCN(S(C)(=O)=O)CC3)c(C)c12,-8.656
CDK2_03_000493,Cn1cc(Nc2ncc3cnn([C@@H]4C[C@H]5C[C@H]5C4)c3n2)cc1C(=O)N1CCC[C@@H]1C(N)=O,-8.655
CDK2_01_000597,S=C(NCCC[NH+]1CCOCC1)Nc1cccc(-c2nnc3n2CCCCC3)c1,-8.654
CDK2_03_001868,CC(C)n1cnc2c(NCc3cccc(C(F)(F)F)c3)nc(N)nc21,-8.654
CDK2_01_009327,O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)[C@H]1CCCO1,-8.653
CDK2_02_000357,Fc1cccc(-c2cc(NCc3ccncc3)n3nccc3n2)c1,-8.653
CDK2_03_000738,CC(C)n1cnc2c(NCc3ccc4c(c3)OCO4)nc(N3CCC[C@@H]3CO)nc21,-8.652
CDK2_03_001928,COc1cc(N)ccc1-c1ccnc2[nH]c(C3CC[NH2+]CC3)cc12,-8.651
CDK2_03_000626,C[C@H]1CC[C@@H](n2c3ccccc3c3cnc(Nc4ccc5c(n4)C[NH2+]CC5)nc32)CC1,-8.651
CDK2_02_001125,Cc1nc2ccccn2c1-c1ccnc(Nc2cccc(N)c2)n1,-8.651
CDK2_03_000701,OC[C@H]1CCCN1c1nc(NCc2ccccc2)c2ncn(C3CCCC3)c2n1,-8.643
CDK2_03_002587,C[NH+]1CCN(c2cc(NCc3cccnc3)n3nccc3n2)CC1,-8.642
CDK2_01_009552,CCNC(=O)Nc1nc2c(-c3cccnc3)c(O)n([C@H](C)C(N)=O)c2s1,-8.640
CDK2_03_001472,c1cc(CNc2cncc(-c3ccnc4[nH]c(C5CC[NH2+]CC5)cc34)n2)ccn1,-8.638
CDK2_03_000985,COc1ccc(F)cc1-c1ccnc2[nH]c([C@@H]3CCC[NH2+]C3)cc12,-8.638
CDK2_03_000684,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3C[C@@H]4C[N@@H+]([C@H]([O-])CO)C[C@@H]4C3)cc12,-8.637
CDK2_01_003879,N[C@@H]([NH3+])c1cccc(C[C@@H](O)C[C@@H]([NH3+])C(c2ccccc2)c2ccccc2)c1,-8.637
CDK2_03_001731,O=C(CCc1cnccc1-c1cnn(CC(F)(F)F)c1)Nc1ccc(C[NH+]2CCOCC2)cc1,-8.636
CDK2_01_004907,Nc1cc([C@@H](N[C@@H]([NH3+])CNc2ccccc2)c2ccccc2O)c(N)c2ncccc12,-8.633
CDK2_03_000149,CC(C)c1ncnc2c(NCc3ccc(-c4ccccn4)cc3)nc(NC[C@@H]([NH3+])CO)nc12,-8.630
CDK2_03_000650,Nc1cccc(Nc2n[nH]c3ncnc(NCc4ccccc4)c23)c1,-8.627
CDK2_03_002537,Cc1c(N[C@H]2CC[C@@H]([NH3+])CC2)nc2ccnn2c1Nc1ccccc1[NH3+],-8.626
CDK2_02_000808,OCCNc1nc(Nc2cccc(F)c2)c2cn[nH]c2n1,-8.624
CDK2_01_009929,CC(C)CCn1c(Cn2c(O)c(C(C)C)c3ccccc32)nc2cc(C(C)(C)[NH3+])ccc21,-8.621
CDK2_02_001019,CCc1ccc([C@@H](C)Nc2cc(C3CC3)[nH]n2)cc1,-8.620
CDK2_02_000413,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(N)cc2)n1,-8.619
CDK2_03_002636,Cc1nc(NCc2ccc([NH+](C)C)cc2)c2ncn(C(C)C)c2n1,-8.619
CDK2_03_002896,Cn1cc(Nc2ncc3cnn(C4CCC5(CC4)CC5)c3n2)cc1C(N)=O,-8.615
CDK2_03_001071,c1ccc(-n2c3ccccc3c3cnc(Nc4ccc(N5CC[NH2+]CC5)cc4)nc32)cc1,-8.615
CDK2_03_002421,Nc1cnc2[nH]c([C@@H]3CCC[NH2+]C3)cc2c1-c1cccc(NCc2ccccc2)n1,-8.614
CDK2_02_001140,C[C@@]1(O)CCC[C@H]1n1c(O)c(C(F)F)c2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,-8.612
CDK2_03_002970,Cc1nc(Nc2ccccc2)c2ncn(C(C)C)c2n1,-8.611
CDK2_02_000092,CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1,-8.610
CDK2_02_000776,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,-8.610
CDK2_03_000593,Cc1ccc(Nc2nc(N)nc3c2ncn3C(C)C)cc1,-8.609
CDK2_03_001095,COc1ccc(CNc2nc(C)nc3c2ncn3C(C)C)cc1OC,-8.608
CDK2_03_000219,Nc1ccc(NCc2cccnc2)nc1-c1ccnc2[nH]c([C@@H]3CCC[NH2+]C3)cc12,-8.608
CDK2_01_004465,Cc1ccc(Nc2nc3ccccc3c3nncn23)cc1C,-8.607
CDK2_03_002581,Cc1nc2ccccn2c1-c1ccnc(N[C@H](O)C(F)(F)F)n1,-8.602
CDK2_01_003480,CNc1cc(CNc2ccc3cccc([C@@H](N)[NH3+])c3c2)ccc1N,-8.600
CDK2_02_000534,Cc1cccc(C(=O)Nc2cc(C3CC3)[nH]n2)c1,-8.600
CDK2_03_000862,Nc1ccc(-c2ccccc2)nc1-c1ccnc2[nH]c(C3CC[NH2+]CC3)cc12,-8.599
CDK2_03_000785,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(N)cn2)C1,-8.598
CDK2_02_000320,ONc1ccc([C@@H](O)NC(=S)Nc2ccc(O)c(-c3nc4ccccc4s3)c2)cc1,-8.596
CDK2_03_000164,CCn1cnc2c(Nc3cccc(C)c3)nc(N[C@H]3CC[C@@H]([NH3+])CC3)nc21,-8.594
CDK2_02_000351,[NH3+][C@H]1CC[C@@H](NC(=O)c2[nH]ncc2NC(=O)c2c(F)cccc2F)CC1,-8.594
CDK2_03_000969,Cn1cc(Nc2ncc3cnn([C@@H]4CCC5(CC5)C4)c3n2)cc1C(N)=O,-8.590
