DrugGEN_MOL_ID,SMILES,DOCKING_SCORE
MOL_02_004669,Cc1nc2ccc(N[C@H](C)[NH2+]C(C)C)cc2nc1C,-5.575
MOL_02_005358,COc1ccc([C@@H]2[NH2+]CCc3cc(OC)c(OC)cc32)cc1,-5.575
MOL_02_006035,CCCOc1cc(C)cc(C)c1-c1nc(N)nc2c1CN([C@H](O)[NH2+]C1CCC1)C2,-5.574
MOL_02_000574,COc1cc(OC)c(CCC(O)(O)Cc2cnc(OC)c(NC(C)(O)O)c2)c(OC)c1,-5.574
MOL_02_002737,Cc1cccc(N[C@H](O)[NH+]2CCN(Cc3nnc(C(C)C)o3)CC2)c1,-5.574
MOL_02_002960,C[C@H](NNc1c(O)n(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccccc1Cl,-5.574
MOL_02_008049,CCCCc1c2c([nH+]c3c1CC[C@@H](Cc1ccc(N(O)O)cc1)[C@H]3O)CCCC2,-5.574
MOL_02_003370,C[C@H](O)[N@H+](Cc1ccccc1-c1cccc(C[NH2+]Cc2ccc3c(c2)OCO3)c1)C1CCN(Cc2ccccc2)CC1,-5.573
MOL_02_003738,Cc1nc(-c2ccccc2)c(C)n2c1nc1ccccc12,-5.572
MOL_02_005660,CCCCCC[C@H]1[C@H](C[C@H](CCCC)O[C@H](O)C[NH2+]CO)O[C@@H]1O,-5.572
MOL_02_000664,Cc1ccc2ccc([C@H](Nc3ncccn3)c3ccccc3Cl)c(O)c2n1,-5.571
MOL_02_005351,Cc1ccc(N[C@H](C)n2cc(-c3ccc4ncnn4c3)c(-c3cccc(C)n3)n2)cc1,-5.571
MOL_02_005843,C[N@@H+]1[C@H]2CC[C@@H]3[C@H]4CC[C@H]([C@H](O)[NH2+]C(C)(C)C)[C@@]4(C)CC[C@H]3[C@@]2(C)CC[C@@H]1O,-5.57
MOL_02_000867,Cc1noc(C)c1CN1CCC[C@H]1c1nc(-c2ccccc2)no1,-5.57
MOL_02_008633,CCO[C@H](O)[C@@H]1CCC[N@H+](CC[C@H](C)c2ccccc2)C1,-5.569
MOL_02_003301,COc1ccccc1CN1CCC([NH2+][C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1,-5.569
MOL_02_001056,Cc1ccc([C@H](c2ccc3[nH]c(=O)cc(-c4ccccc4)c3c2)n2cc[nH+]c2)cc1,-5.569
MOL_02_001480,Cc1nn2c(-c3ccccc3)nnc2cc1NNc1ccc(C(N)(O)O)cc1,-5.569
MOL_02_001357,CC[C@@H](O)C(CCCCCCCCCCOc1ccc(OC)cc1C)[C@@H](O)CC,-5.568
MOL_02_004249,C[C@H](O)Oc1cc2c(cc1O[C@H](C)O)[C@@H](O)CCCC2,-5.568
MOL_02_004568,CC(C)[C@@]1([C@H](O)N2CCc3ccc(C(Cl)(Cl)Cl)cc3C2)CC[C@@H]([NH2+][C@@H]2CCc3c(C[NH3+])cccc32)C1,-5.568
MOL_02_005477,CCCC[NH+](CCCC)C[C@H](O)c1c2ccccc2cc2cc(C)c(C)cc12,-5.568
MOL_02_008096,COC1(C[NH+](C)C)CCN(c2nccc(Nc3cc4c(c[nH+]3)nc(C)n4C(C)C)n2)CC1,-5.568
MOL_02_008423,CCO[C@H](O)[C@@H]1[C@@H](C)N[C@@H](O)N([C@](N)([NH3+])O)[C@H]1C,-5.568
MOL_02_008870,Cc1cnc([C@H](O)Nc2cccc([C@@]3(C)CCC[C@@H]([NH3+])N3)c2)cn1,-5.568
MOL_02_007663,Cc1noc([C@@H]2C[C@@H]3CCC[N@@H+](C3)C2)n1,-5.567
MOL_02_001177,C[C@H](Nc1nccc(N2[C@@H](O)OC(C)(C)[C@H]2c2ccccc2)[nH+]1)c1ccccc1,-5.567
MOL_02_001596,CO[C@H](O)[C@@H]1[C@@H](c2ccc3ccccc3c2)C[C@@H]2CC[C@H]1N2[C@H]([O-])[NH+]1CCCC1,-5.567
MOL_02_003595,Cc1cccc(C[NH2+][C@@H]2C[C@H]2c2ccccc2)n1,-5.567
MOL_02_004507,CCO[C@H](O)c1ccccc1N[C@H](O)COc1ccccc1-c1nnc(-c2ccccc2)o1,-5.567
MOL_02_008399,Cc1c(C)n(Cc2ccc(-c3ccccc3C(O)O)cc2)c2ccc([C@H]([O-])[NH2+][C@H](C)c3ccnc(C4CC4)c3)cc12,-5.567
MOL_02_008516,CC[C@H]1[C@@H]2CCC[C@H]([O-])[N@H+]3CC[C@@H](C[C@@H]1O[C@H](O)NCc1ccccc1)[C@H]23,-5.566
MOL_02_008615,COc1ccc(C[NH2+][C@H](C)Nc2cc[nH+]cc2)cc1,-5.566
MOL_02_008638,Cc1ccccc1CCCC[NH2+][C@H](O)Nc1ccccc1,-5.565
MOL_02_009593,CCn1c(-c2nonc2N)nc2cncc([C@H](O)N3CC[NH2+]CC3)c21,-5.565
MOL_02_007154,C[N@@H+](CCCc1ccc(C[NH3+])cc1)Cc1ccc2c(c1)OCO2,-5.565
MOL_02_002210,COc1ccc(OC)c(N[C@H](C)[NH2+]Cc2ccc(C(N)(O)O)cc2)c1,-5.565
MOL_02_002867,Cc1ccc(Nc2cn(C)c(-c3ccccc3C)n2)cc1,-5.565
MOL_02_000438,CC[NH2+][C@H](C)C[C@@H]1O[C@@H](CO)[C@@H](OC[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O,-5.565
MOL_02_008401,Cc1c(N[C@H](O)c2cccc(N[C@H](O)c3ccco3)c2)cccc1C(O)O,-5.564
MOL_02_008167,Cc1cc(N)[nH+]c(C[C@@H]2C[NH2+]C[C@H]2OCCN(CCc2cccc(Cl)c2)[C@H](O)OCc2ccccc2)c1,-5.563
MOL_02_006869,CCCCO[C@@](O)(c1ccc(N(C)C)cc1)[C@H](O)c1cccnc1,-5.563
MOL_02_005507,COc1cc(CC[C@H](O)Oc2cc(C)ccc2C(C)C)cc(OC)c1OC,-5.563
MOL_02_008527,Cc1onc(-c2ccccc2)c1-c1nnc(C)n1-c1ccc(C(O)O)cc1,-5.563
MOL_02_001529,Cc1ccc(C[NH2+][C@H](O)C2CCN(C(O)(O)c3ccc(C)cc3)CC2)cc1,-5.563
MOL_02_000809,COc1cccc2[nH+]c3c(c(N)c12)CCCC3,-5.563
MOL_02_004485,CCCC[C@H](O)[N@@H+]1CCC[C@@](Cc2cccc(C)c2)([C@H](O)OCC)C1,-5.563
MOL_02_007001,CC[C@H](O)[N@H+]1CC[C@]2(C1)C[C@@H](n1nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc31)C2,-5.561
MOL_02_002687,Cc1ccc(N(C[C@H](O)NNCc2cc(C)n(-c3ccccc3)c2C)C(C)(O)O)c(C)c1,-5.561
MOL_02_003422,C[C@@]1(Cc2ccccc2C[NH3+])c2cc(-c3ccccc3)ccc2N[C@H]1O,-5.561
MOL_02_003978,Cc1cc2nc(C)n(C)c2cc1C,-5.561
MOL_02_004316,O[C@H](C[NH+]1CCCC1)Nc1c([C@H](O)C2CC2)oc2ccccc12,-5.561
MOL_02_004346,Cc1cc(-c2ccc3[nH+]cc([C@H](C)O)c(N[C@H]4CC[C@H](C[N@@H+]5CCC[C@H]5CO)CC4)c3c2)cc(Cl)c1O,-5.561
MOL_02_004535,COc1ccc(OCc2ccc([C@H](O)N(C)c3ccccc3)cc2)cc1,-5.561
MOL_02_005909,COc1ccc(CCc2nc3c(Cn4cc[nH+]c4)c([O-])ccc3n2C)cc1,-5.561
MOL_02_009114,COc1cc2ncc3c(N)nc(-c4cncc(OC[C@H]([NH3+])Cc5ccc(Cl)cc5)c4)cc3c2cc1OC,-5.561
MOL_02_007010,CCOc1ccc([N@@H+]2CCN(c3noc(C4([NH2+][C@H](C)O)CCC4)n3)[C@@H](C)C2)c(C)c1,-5.56
MOL_02_000086,CC(C)c1nc([C@@H]2CCCN2C[C@H]([O-])[N@@H+]2CC[NH2+][C@H]2[O-])no1,-5.559
MOL_02_001673,COc1ccc(Cn2c([C@H]([O-])[NH+]3CCC([C@H](O)N(C)Cc4ccccc4)CC3)cc3ccccc32)cc1,-5.559
MOL_02_001674,CC[NH+](CC)c1ccc(NNc2[nH+]n(C)c(C)c2N(O)O)cc1,-5.559
MOL_02_001929,COc1c(C)c[nH+]c(C[C@H](O)c2[nH+]c3ccccc3n2CCN2CCOCC2)c1C,-5.559
MOL_02_008950,COc1cc(C[C@@H]2C[C@@H]([O-])[N@H+](C(c3ccccc3)c3ccccc3)[C@H]2O)ccc1OCc1ccc(C(O)O)cc1,-5.559
MOL_02_004345,Cc1cc(Nc2nccc(C(Cl)(Cl)Cl)n2)cc(-c2cccc(NC(O)(O)Cc3ccccc3)c2)c1,-5.558
MOL_02_008384,COc1ccc(C(O)(O)N(Nc2ccccc2)[C@H](O)Oc2ccc3c(c2)CCC3)cc1,-5.557
MOL_02_008440,CCCN(Cc1cc2c(=O)[nH]c(CO)nc2cc1C)c1ccc([C@H](O)NCc2cccc(N(O)O)c2)c(Cl)c1,-5.556
MOL_02_008296,C[NH2+][C@H](O)c1cccc(N[C@H](O)Nc2ccc(-c3ccc([C@H](O)[C@@H]4CCC[C@H]4C(O)O)cc3)cc2)c1,-5.556
MOL_02_008141,c1ccc2c(NC3CCCCC3)ncnc2c1,-5.556
MOL_02_007646,Cc1cccc(C)c1-c1noc(C(C)C)c1COc1ccc(N(C)[C@H](O)c2ccc(C(O)O)cc2)c(C(Cl)(Cl)Cl)n1,-5.556
MOL_02_003227,CCc1ccc([C@H](O)N2CC[NH+](CCO)CC2)o1,-5.556
MOL_02_002845,Cc1ccc([C@@H]2[C@@H](CO[C@H](O)NC(C)C)[C@@H](CO[C@H](O)[NH2+]C(C)C)C[N@H+]2C)cc1C,-5.556
MOL_02_002167,COc1cc(CC[C@H](O)c2c(O)cc(OCC(C)C)cc2OCCC(C)C)ccc1O,-5.555
MOL_02_003776,OC(O)[C@@H](O)C[C@@H](O)c1cccc(OCc2ccccc2COc2cccc([C@H](O)C[C@H](O)C(O)O)c2)c1,-5.555
MOL_02_004380,Cc1ccc([C@H]2[C@H](O)[C@H](Cc3cccc(C(Cl)(Cl)Cl)c3)O[C@@H]2O)cc1,-5.555
MOL_02_002872,CO[C@H](O)C[N@H+]1[C@H]([O-])[C@H](Cc2ccc(N3CCCCC3)o2)C[C@@H]1O,-5.554
MOL_02_006415,CCN1C=Cc2c3ccc(OC)cc3n3c([O-])c(O)cc1c23,-5.553
MOL_02_005123,CN(c1ccncc1)n1ccc(CO)c1,-5.553
MOL_02_005072,COc1ccc([C@@H]2N[C@@H](O)N[C@@](O)(C(C)(Cl)Cl)[C@H]2[C@H](O)OC)cc1,-5.553
MOL_02_001131,Cc1cccc(N[C@H](O)CC2CCCCC2)c1,-5.553
MOL_02_000328,Cc1cccc(N2[C@H](O)[C@H](C)[C@H](C)[C@@H]2O)c1,-5.553
MOL_02_004638,OC[C@H]1CC[C@H](CO)CC1,-5.553
MOL_02_000372,CC[N@@H+]1[C@@H]([O-])[N@@H+](CCC(C)C)C2(CCN(Cc3ccc(OC)cc3O)CC2)[C@H]1O,-5.552
MOL_02_003656,COc1cccc(OCCNC(C)(O)O)c1,-5.552
MOL_02_005636,CCc1c2c(nc3ccc(O)cc13)-c1ccc(O)cc1OC2,-5.552
MOL_02_007143,COc1ccc2c(c1)OC[C@@H](c1ccc(O)cc1)C2,-5.552
MOL_02_007756,Cc1cc(NNc2ccc(C(O)(O)Nc3ccc(Cl)cn3)cc2)cc(C)c1O,-5.552
MOL_02_007441,COc1ccc([C@@H]2O[C@@H](C)N[C@H]2O)c(OC)c1,-5.551
MOL_02_006144,Cc1ccc([C@H](O)n2nnnc2-c2ccc3c(c2)OCO3)cc1,-5.551
MOL_02_006678,CCCc1cccc([C@@H]2C[C@]23c2cc(C)ccc2N[C@H]3O)[nH+]1,-5.551
MOL_02_004551,CCn1cc(N(O)O)c([C@H]([O-])[NH+]2CCCCCC2)n1,-5.55
MOL_02_005511,Cc1ccccc1CC1(CO)CC[NH+](CCCc2ccccc2)CC1,-5.55
MOL_02_006109,C[C@H](O)c1c(O)c(CO)c(O)c2c1OC(C)(C)CC2,-5.55
MOL_02_006169,COc1ccccc1-n1nnnc1CC[C@H](O)Nc1ccc(C)c(N)c1,-5.55
MOL_02_005035,C[C@@H]1C[C@@H](c2ccc(N(O)O)cc2)Nc2ccccc2[C@H]1O,-5.549
MOL_02_008509,C[C@H](CCC1CCCCC1)CC[C@H](O)[C@@H]1[C@@H](O)C[N@H+](C)[C@H]1[O-],-5.549
MOL_02_001955,Cc1nc(N)nc(C)c1CCCNc1ccccc1,-5.548
MOL_02_007543,CNc1nc(Nc2cc(OC)c([C@H]([O-])[N@H+](C)CCO)cc2C)ncc1C,-5.548
MOL_02_005698,Cc1ccccc1Cn1c(CN[C@H](O)c2ccccc2)[nH+]c2ccccc21,-5.548
MOL_02_001001,COc1cc2[nH]c3cc(C(O)O)nn3c(=O)c2cc1OC,-5.548
MOL_02_003608,O[C@H](c1ccccc1)c1cc(OC(Cl)(Cl)Cl)c2oc3c(c2c1)C[NH2+]CC3,-5.548
MOL_02_007526,CC(C)(C)O[C@H](O)N[C@H](CCCCC[C@H](O)NO)[C@H](O)[NH2+]C1CCCC1,-5.547
MOL_02_002070,Cc1ccc([C@@H]2Cc3cc(O)c(O)cc3C[NH2+]2)cc1,-5.546
MOL_02_002924,Cc1cccc([C@@H]2C[C@@H](C)c3ccc[nH+]c3N2)c1,-5.546
MOL_02_008029,C[C@H](O)Oc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,-5.546
MOL_02_001651,COc1c(C)ncc(CO)c1CO,-5.544
MOL_02_003940,Cc1cccc(CNc2ncc(CCc3ccc(C[C@H](C)[NH2+][C@H](C)O)cc3)cn2)c1,-5.544
MOL_02_006250,CO[C@H](O)c1c(C)nc(C)c2c1[C@@H](O)C[C@@H](Nc1ccc(O)cc1)[C@H]2O,-5.544
MOL_02_008839,Cc1cc(C)cc(OC[C@H](O)N(C)[C@@H]2CCCC[C@H]2[NH+]2CCCCCC2)c1,-5.543
MOL_02_003504,COc1ccc(C)cc1N[C@H](O)CC[NH+]1CCN(c2ccccc2Cl)CC1,-5.542
MOL_02_004109,ON(O)c1ccc(Nc2nc(Nc3cccc(Cl)c3)nc(Nc3cccc(Cl)c3)n2)cc1,-5.542
MOL_02_004693,Cc1ccc2c3c(ccc(C)c13)[C@H](O)N(CC[NH+](C)C)[C@@H]2O,-5.541
MOL_02_002316,COc1ccc(C(O)(O)c2ccc([C@H](O)C3CC[NH+](C4CCCCC4)CC3)cc2)cc1,-5.541
MOL_02_006321,O[C@H](NCc1ccccc1)c1cc([C@@H]2COCCN2[C@H](O)CCc2ccccc2)on1,-5.541
MOL_02_007911,C[C@H](c1ccccc1)N(N[C@H](O)C(O)(c1ccccc1)c1ccccc1)[C@H](O)c1ccccc1,-5.54
MOL_02_007843,C[NH2+][C@H](O)O[C@H](c1cnccc1C(Cl)(Cl)Cl)c1cccc2ccccc12,-5.54
MOL_02_003621,O[C@H](Cc1cn2ccccc2[nH+]1)N1CCC[C@@H](n2cccn2)C1,-5.54
MOL_02_006714,Oc1ccc2c3c1O[C@H]1c4nc5ccccc5cc4C[C@H]4[C@H](C2)[N@H+](CC2CC2)CC[C@@]314,-5.54
MOL_02_001561,COc1ccc2c(c1)[C@@H](N1CC[NH+]([C@H](O)C3CC3)CC1)CC2,-5.54
MOL_02_000567,O[C@H](C[NH2+]C1CCCCC1)C(Cl)(Cl)Cl,-5.538
MOL_02_001688,C[C@H](O)OCCN(CCOCc1ccccc1)c1ccc(C[C@H]2[C@H](O)N[C@H](O)N[C@@H]2O)cc1,-5.538
MOL_02_002632,Cc1n[nH]c(=O)[nH]c1=O,-5.538
MOL_02_003557,C[C@H](Nc1ccccc1Cl)[N@@H+]1CC[C@@H](c2ccccc2)C1,-5.538
MOL_02_005857,COCc1nc(C)nn1-c1cc(N2CC(c3[nH+]c4ccccc4n3C)C2)nc(C)n1,-5.538
MOL_02_006672,CCCC[N@H+]1[C@H](O)[C@H](CC[C@@H]2CCc3ccccc3N2CC)C[C@@H]1C,-5.538
MOL_02_007645,Cc1ccc([C@H](CC[NH+](C)C)N[C@H](O)c2ccc(-c3ccc4ccccc4c3)cc2)cc1,-5.538
MOL_02_006439,Cn1c(-c2noc(C3CC[NH+]([C@H](O)NCC4([NH+]5CCCCC5)CCCC4)CC3)n2)nc2ccccc21,-5.537
MOL_02_002743,CC(C)O[C@H]1C[C@@H](C(O)O)[C@@H](C)[C@@H]([NH3+])[C@@H]1N[C@H](C)O,-5.537
MOL_02_005009,Cc1cccc2c(Nc3ccc(NC(O)(O)c4ccccc4)cc3)c3ccccc3[nH+]c12,-5.537
MOL_02_004956,Cc1cc2c(cc1C(O)(O)Nc1cccc(C)c1C)OCCN2C,-5.536
MOL_02_006946,CC[N@H+](C[C@@H]1N[C@@](Cc2ccccc2)([C@H](O)OC)[C@@H]2[C@H]1[C@@H](O)N(C)[C@H]2O)[C@H](O)Nc1ccccc1,-5.536
MOL_02_009480,NC(O)(O)c1ccc(-c2cnc3cc(-c4ccccc4)c(-c4ccc(C5([NH3+])CCC5)cc4)nn23)cc1,-5.535
MOL_02_000884,COc1ccc(COCc2cc3c(-c4ccc(-n5cnc(C)c5)c(OC)c4)[nH]nc3[n+]([C@H](C)c3ccc(Cl)cc3)c2)cc1,-5.535
MOL_02_005059,COc1ccc(CNc2nccc3ccc(-c4ccc5nccn5c4)cc23)cc1,-5.535
MOL_02_005661,COc1cc(N(O)O)ccc1N[C@H](O)Nc1ccccc1C,-5.535
MOL_02_009984,C[C@@H]1Cc2c(cccc2C(Cl)(Cl)Cl)N1[C@H](O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,-5.534
MOL_02_000722,[O-][C@H]1[NH2+][C@@H]2[C@H](CCCCC(O)O)CC[C@@H]2[NH2+]1,-5.534
MOL_02_003235,C[N@@H+](CCCc1ccccc1)CCOCCCc1ccccc1,-5.533
MOL_02_003408,Cc1cccc(NCCNc2ccc(C[NH3+])cn2)[nH+]1,-5.533
MOL_02_004912,C[C@@H](N)[NH3+],-5.533
MOL_02_002647,ON(O)c1cccnc1C(O)(O)c1ccccc1,-5.532
MOL_02_004986,Cc1cc(N[C@H](C)[NH2+][C@H](C)c2ccc(Cl)cc2)ccc1N[C@H](O)c1ccccc1Cl,-5.532
MOL_02_007357,CC(C)CC[NH2+][C@H]([O-])c1ccccc1-c1ccncc1CN[C@H](O)OCc1ccccc1,-5.532
MOL_02_005394,C1CC[NH+](C2CCN(CCC[NH+]3CCC([NH+]4CCCCC4)CC3)CC2)CC1,-5.531
MOL_02_004921,Cc1ccc(N[C@H](O)C[C@@H]2c3cc(Cl)ccc3[C@@H](Cc3ccc([C@H](C)O)cc3)[C@H]2C)cc1,-5.53
MOL_02_003766,CN(C)c1ccc([C@H](c2c(O)c(C(O)(O)O)cc3cc(C(O)(O)O)ccc23)[C@H]2CC[C@H]([NH+](C)C)CC2)cc1,-5.53
MOL_02_001884,C[C@H](c1cc2cccnc2cc1Cl)c1cnc2ccc([C@H](C)NOCCO)nn12,-5.53
MOL_02_001834,[NH3+][C@H]([O-])c1ccccc1OCCc1ccc(Cl)c([C@H]([O-])[NH+]2CC[NH+]([C@H]([O-])C3CCCC3)CC2)c1,-5.53
MOL_02_002173,C[N@@H+]1CC[C@@](O)(CCc2ccc3c(c2)-n2nc([C@H]([NH3+])[O-])cc2C2(COC2)CO3)[C@H]1[O-],-5.529
MOL_02_002874,Cc1cc([C@H]([O-])[NH+]2CCC(O)(Cn3c(C)cc4cc[nH+]cc43)CC2)on1,-5.529
MOL_02_004172,CO[C@H](O)c1ccc(CC[C@H](O)n2nnc3ccccc32)cc1,-5.529
MOL_02_006826,Cc1ccc(C(O)(O)N[C@H](O)Nc2ccc3nc(-c4cc(-c5cnn(C6CC[NH2+]CC6)c5)cnc4N)oc3c2)cc1,-5.529
MOL_02_006831,CC[C@H](C[C@@H]1CCCC[C@H]1O)C(O)(O)c1ccccc1,-5.529
MOL_02_008773,COc1ccc(C[C@H](O)[NH+]2CCC(c3nncn3C)CC2)cc1Cl,-5.529
MOL_02_007504,CO[C@H](O)[C@H](C)CO[C@H](O)c1ccc2c(c1)OCO2,-5.528
MOL_02_002240,CO[C@H](O)C[C@H]([O-])[NH+]1CCN(c2ccc(C)c(C)c2)CC1,-5.528
MOL_02_006830,CC(C)C[C@@H]1N[C@@H](O)C[NH2+][C@@H](O)[C@@H](CO)N[C@@H](O)[C@@H]([NH2+][C@H](C)O)CC[C@@H](O)[C@@H](Cc2ccccc2)[NH2+][C@H]1O,-5.528
MOL_02_001921,Cc1ccc(CN[C@H](O)c2ccc(-c3cnc(C4CC4)o3)cc2)cc1,-5.527
MOL_02_004476,COc1ccc(Cc2nnc(CC[C@H](O)N(C)c3ccccc3)o2)cc1,-5.527
MOL_02_005033,CO[C@H](O)[C@H](C)[NH2+][C@H](O)[C@@]12CC[C@@H](C(C)C)[C@@H]1[C@H]1CC[C@H]3[C@]4(C)CC[C@@H](O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]1(C)CC2,-5.527
MOL_02_007865,COc1ccc(N2Cc3cccc([C@H]([O-])[NH+]4CCN([C@H](O)c5ccco5)CC4)c3[C@H]2O)cc1,-5.527
MOL_02_008707,Cc1ccc([C@@]([O-])(O)[N@@H+]2Cc3ccccc3C[C@H]2[C@H](O)NO)cc1,-5.527
MOL_02_009446,CO[C@H](O)c1c(C)nc(NN[C@H](O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(Cl)cc1,-5.526
MOL_02_008313,Cc1ccc([C@H](c2cccnc2)[NH+]2CCN([C@H](O)Oc3ccccc3)CC2)cc1,-5.525
MOL_02_006005,Cc1ccccc1[C@@H]1C[C@@H]2c3ccccc3O[C@@H](C)[C@@H](O)N2N1,-5.525
MOL_02_003174,CC(C)[C@H]1CC[C@H](Cn2cc(COc3ccc([C@@H]4[NH2+][C@@H](O)N[C@@H](C)[C@H]4[C@H](C)O)cc3)nn2)CC1,-5.525
MOL_02_000645,OC[C@@H]1O[C@@H](O)C[C@H]1O[C@H](O)Cc1ccccc1,-5.524
MOL_02_002835,[NH3+][C@@H]1CCN([C@H](O)c2ccc3cc(Oc4ccc(C(Cl)(Cl)Cl)cn4)ccc3[nH+]2)C1,-5.524
MOL_02_003531,c1cncc(CCNc2nccn3c(-c4ccc5ccccc5c4)cnc23)c1,-5.524
MOL_02_005790,O[C@H](CO[C@H](O)C1CCN(C(O)(O)c2ccccc2)CC1)[NH2+]CCc1ccccc1,-5.524
MOL_02_002159,CCOc1ccc(N[C@H](C)[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1C[NH3+],-5.523
MOL_02_007231,OC[C@H](Cc1ccccc1)[NH2+][C@H](O)c1ccccc1,-5.523
MOL_02_005038,O[C@H](Nc1cccc(-c2nnc(-c3ccco3)o2)c1)c1ccccc1,-5.523
MOL_02_006015,Cc1cccc(Nc2ccc(Oc3ccccc3)cc2)c1,-5.522
MOL_02_003323,Cc1cccc(-c2cc3nc(NC[C@H](O)[NH+](C)C)ccn3n2)c1,-5.522
MOL_02_004677,C[C@H](c1ccc2ccnc(N)c2c1)[C@@H](Cl)[C@H](O)Nc1ccc(-c2ccccc2C(N)(O)O)cc1Cl,-5.522
MOL_02_000293,Nc1cnc(Nc2ncccn2)n1-c1ncccn1,-5.521
MOL_02_006878,CN[C@@H]1CCCC[C@H]1[NH2+]C,-5.521
MOL_02_006908,Cc1cccc(C)c1N(C[C@H](O)[NH2+]Cc1ccco1)C(C)(O)O,-5.521
MOL_02_000577,Cc1ccc(C(O)(O)NO)cc1,-5.52
MOL_02_001332,CCOc1ccc2[nH+]c(C)cc(Nc3ccc(C(O)(O)Nc4ncccn4)cc3)c2c1,-5.52
MOL_02_003058,C[C@]12CC[C@H](C(O)O)C[C@@H]1CC[C@H]1[C@H]3CC[C@@H](C[NH3+])[C@@]3(C)CC[C@@H]12,-5.52
MOL_02_004592,Cc1cc(C)cc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)c1,-5.52
MOL_02_008123,CC(O)(O)c1ccc(C[NH2+][C@H]([O-])c2ccc3c(n2)CCCN3c2cc(C3CC3)[nH+]c(C3CC3)c2)nc1,-5.52
MOL_02_002711,CC(C)Oc1cc(OCC[NH+](C)C)nc(OCC[NH+](C)C)n1,-5.519
MOL_02_001938,COc1ccc(CN(C[C@H](O)[NH2+]CCCC[C@H](CO)[N@@H+](CC(C)C)[C@@]([O-])(O)c2ccc(C)cc2)c2ccccc2)cc1OC,-5.519
MOL_02_005198,CC[C@@H](O)c1ccc(C[C@@H]2CC[C@@H](Cc3ccc(O[C@@H](O)CC)c(OC)c3)[C@@H]2O)cc1,-5.518
MOL_02_007778,Cc1cccc(N2CC[NH+](CC[C@H]3CC[C@H]([NH2+][C@H](O)OC(C)(C)C)CC3)CC2)c1C,-5.518
MOL_02_004213,COc1cccc([C@@H]2C[C@@H](c3ccccc3)Nc3nc(N)nn32)c1,-5.518
MOL_02_004332,C[C@@H]1CN([C@H](C)CO)C(O)(O)c2ccc(CCc3ccccc3)cc2O[C@H]1C[N@H+](C)[C@H](O)C1CC1,-5.518
MOL_02_008750,CN(C)c1ncc2c(n1)c(NC1CC1)nc1cc(C(O)O)ccc12,-5.518
MOL_02_007783,C[C@H](O)OC[C@H]([O-])[NH+]1CCN(c2ccc(Nc3ncc4c5ccnc(Cl)c5n(C5CCCC5)c4n3)nc2)CC1,-5.517
MOL_02_006535,COc1ccncc1-n1nc2c(c1C(C)C)[C@@H](c1ccc(C)cc1C)N(c1cc(C)ccc1C)[C@H]2O,-5.517
MOL_02_006189,CCN(CC)c1ncnc2c1cnn2Cc1ccc(C)cc1,-5.517
MOL_02_003793,CCCCc1[nH+]cc(-c2ccccc2C(O)O)n1Cc1ccccc1C,-5.517
MOL_02_003785,O[C@H](CCCCC1CCCC1)[NH+]1CCN(C2CCCCC2)CC1,-5.517
MOL_02_001756,Cc1nc([C@@]2(C)CCC[NH2+]C2)cc(=O)[nH]1,-5.515
MOL_02_003571,COc1cc2ncnc(Nc3ccc(Cl)c(C)c3Cl)c2cc1OC1CC[NH+]([C@H](O)CCC(O)O)CC1,-5.515
MOL_02_006184,CC(C)(C)c1ccc([C@H](O)Nc2ccc(N[C@H](O)c3ccco3)cc2)cc1,-5.515
MOL_02_004779,ON(O)c1ccc(N2CC[NH+](Cc3coc(-c4ccco4)n3)CC2)cc1,-5.514
MOL_02_006921,CO[C@@H]1[C@@H](N(C)[C@H](O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@@H]([O-])[NH2+][C@H]4O,-5.514
MOL_02_007290,COc1nn(Cc2ccccn2)c2ccc(N(O)O)cc12,-5.514
MOL_02_009777,[NH3+]C1(c2ccc(-c3nc4c5ccc(-c6ccc(Cl)cc6)cc5nn4cc3-c3ccccc3)cc2)CCC1,-5.514
MOL_02_006717,Cc1ccc2c(NCCNc3nc(NCC[NH+](C)C)nc(N4CCCCC4)n3)cc[nH+]c2c1,-5.513
MOL_02_000635,Cc1ccc(N[C@H](C)[NH2+]Cc2ccc3c(c2)OCO3)c(C)c1,-5.513
MOL_02_000006,COCCO[C@@H]1CCN(c2cc(OC)ncn2)[C@H]1Cc1cc[nH+]cc1,-5.512
MOL_02_004821,COc1ccc(-c2noc(CC(O)O)n2)cc1,-5.512
MOL_02_007721,Cc1cccc2c([C@@H]3OC[C@@H](O)[C@@H](O)[C@H]3O)cn(Cc3ccc(C4CC4)cc3)c12,-5.512
