DrugGEN_MOL_ID,SMILES,DEEPScreen_Confidence_Score
MOL_02_003509,Cc1cc2c(NC(O)NC3CC(C)(C)Oc4cc(Cl)ccc43)cccc2cn1,0.139
MOL_02_000862,Cc1ccccc1C(O)NC1NC(c2ccccc2Cl)c2ccccc2NC1O,0.139
MOL_02_006057,CC(NC(O)CCc1cccc(O)c1)C(O)(O)CC(CCC(O)O)C(O)O,0.139
MOL_02_001023,Cc1ccc(Oc2ccc(C(O)(O)Nc3cccnc3)cc2CN)c(-c2ccnn2C)c1,0.139
MOL_02_002404,CCCCC(O)C1CC(Cc2ccccc2)CCN1CCCNC(O)Nc1cccc(-c2nnnn2C)c1,0.139
MOL_02_003670,CCC(CO)NCc1ccc(-c2ccccc2Cl)o1,0.139
MOL_02_001313,COc1nc(C2NOCC(COc3ccc(Cl)cc3C)N2)ccc1-c1ccnc(C)c1,0.139
MOL_02_008985,Cc1ccc(NC(O)c2cccnc2CCCc2ccncc2)cc1,0.139
MOL_02_005691,Cc1c(NC(O)(O)c2ccc(Cl)cc2)cc(-c2ccc3nc(NC(C)O)nn3c2)cc1C(N)O,0.139
MOL_02_004949,CC(C)CC1C(O)NC(C(O)NCC(O)N2CCC(O)CC2)CCCCN(C)C(O)OCCCC1C(O)NO,0.139
MOL_02_007529,CCN1C(NCc2cccc(C)c2)NC(c2cccc(C(Cl)(Cl)Cl)c2)C(C(O)OC)C1C,0.139
MOL_02_005668,Cc1nc(Nc2ccc(NC(C)O)cc2)nc(N(C)c2ccccc2)c1N(O)O,0.139
MOL_02_007223,NC(N)c1ccc(CNC(O)C2CCCN2C(O)C(N)C(c2ccccc2)c2ccccc2)cc1,0.139
MOL_02_000450,CC(C)N(C)C1CCC(NC(O)CNC(O)c2cccc(C(Cl)(Cl)Cl)c2)C(CC(O)(O)c2ccccc2)C1,0.139
MOL_02_005566,Cc1ccc(-c2cccc(C(O)(O)NC(Cc3cccc(C(N)N)c3)C(O)N3CCC(CCN)CC3)c2)cc1C,0.139
MOL_02_000680,OC(O)CCCCCCC1C(O)CC(O)C1CCC(O)CCc1ccc(Cl)cc1,0.139
MOL_02_000817,Cc1ccc(C(O)Nc2ccc(N3CCOCC3)cc2)cn1,0.139
MOL_02_003550,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)NN1C(O)CCN)OCO3,0.139
MOL_02_003981,Oc1ccc(C(O)CC(O)(O)C(Cl)(Cl)Cl)cc1,0.139
MOL_02_005623,CNC(O)C1C(O)c2ccccc2C1c1ccccc1,0.139
MOL_02_007568,CN(C)CCNc1c2nc3cc(Cl)c(Cl)cc3c-2n(C)c2ccccc12,0.139
MOL_02_000064,COCCOc1cc(C2(C(O)Nc3cc(C(O)Nc4ccc(C)c(C(Cl)(Cl)Cl)c4)ccc3C)CC2)ncn1,0.139
MOL_02_001980,CC(O)(O)c1ccc(CNc2nccn3c(-c4ccc(O)cc4)cnc23)cc1,0.139
MOL_02_000811,Cc1ccc(C2N(C)C(O)CCC2(O)O)cc1C,0.139
MOL_02_005585,CC(O)(O)c1cccc(C2(O)CCN(C(O)c3ccc(NC(O)(O)c4cccc5cccnc45)cc3)CC2)c1,0.139
MOL_02_006354,COc1cccc(CC(O)N2CCN(C(C)O)CC2CN2CCC(O)C2)c1,0.139
MOL_02_003765,OC1=C(NCc2ccccn2)C(c2ccc(N3CCOCC3)cc2)=C1O,0.139
MOL_02_000806,CC1CC(Cc2ccc(C(O)O)cc2)C(O)N1Nc1ccccc1,0.139
MOL_02_008512,COc1ccc(CC(O)(O)CC(O)Nc2c(C)cc(C)cc2C)cc1N(O)O,0.139
MOL_02_002801,CCC(C)(CC(O)O)NC(O)Cc1ccccc1Cl,0.139
MOL_02_005999,CC(O)(O)c1ccc(C(O)NCCC(O)N2CCN(c3ccccc3Cl)CC2)cc1N(O)O,0.139
MOL_02_004236,OC(NCCN1C(O)CCC1O)c1ccncc1,0.139
MOL_02_005884,CCNC(O)n1cc(Nc2cc(-n3ncc4cc(CN)cnc43)ncc2C(O)NCC(Cl)C(C)(C)O)cn1,0.139
MOL_02_000724,CCN(c1c(C)cccc1C)C(O)CC(C)N,0.139
MOL_02_006777,Oc1c(C(O)O)cc2ccccc2c1NNc1ccc(C(O)(O)O)cc1,0.139
MOL_02_007533,Cc1cc(C)n2nc(CCc3cccnc3)nc2n1,0.139
MOL_02_000047,NCCCCC(OC(O)(O)CCCCc1ccccc1)C(O)N1CCCC1C(O)O,0.139
MOL_02_005540,COc1ccc(Cl)c(CN2CCCC(O)(CNCc3ccon3)C2O)c1,0.139
MOL_02_008151,OC(O)CC1CCCc2c1n(Cc1cccc(OCCCCCc3cccnc3)c1)c1ccc(Cl)cc21,0.139
MOL_02_004617,Oc1nc(CNC(O)CN2CCC(n3c(O)nc4ccccc43)CC2)nc2c1COCC2,0.139
MOL_02_005164,COCCCNC(O)C1CC(O)OC1c1ccc(OC)c(OC)c1,0.139
MOL_02_007146,Cn1ncc2cc(-c3ccc(C4NC5(CC5)C(O)N4CC4CCN(C(O)C5CC5)C4)cc3)ccc21,0.139
MOL_02_000134,CCCCN(CCCN)Cc1coc(-c2cc(OC)c(OC)c(OC)c2)n1,0.139
MOL_02_003203,Cc1ccc(N)cc1C1(C)CC(O)(O)C2(CCOC2)C(N)N1,0.139
MOL_02_004964,Cc1cccc(CCCNCCc2ccnc(-n3ccnc3)n2)c1,0.139
MOL_02_005500,Cc1ccc(Nc2ncc(C)c(N(C)c3ccc4cn(C)nc4c3)n2)cc1C(N)(O)O,0.139
MOL_02_004943,Cc1ccc2c(NC(O)C(CCc3ccccc3)NC(O)C(CC(C)C)NC(O)CCc3ccc(Cl)cc3)ccnc2c1,0.139
MOL_02_008219,CCN(CC)Cc1cc(Nc2cc(C(Cl)(Cl)Cl)nc(NC(N)Nc3ccc(C(Cl)(Cl)Cl)cc3)n2)ccc1OCc1ccccc1,0.139
MOL_02_000918,CC(C)n1cnc2c(NCc3ccccc3)nc(CCCCO)nc21,0.139
MOL_02_004960,CNC(O)c1ccc(CN2CCN(c3ccccc3OC(C)C)CC2)n1C,0.139
MOL_02_008183,COc1ccc(C(O)NNC(C)NC(O)c2ccc(OC)cc2)cc1,0.139
MOL_02_007074,CC(O)CN1CCN(C(O)c2ccc(Cn3cccc3)cc2)CC1,0.139
MOL_02_005895,Cc1cccc(N2CCN(Cc3cncn3Cc3ccc(Oc4ccccc4)c(CN)c3)CC2O)c1,0.139
MOL_02_006408,CC(O)N(C)c1cccc(CNc2nc(NC3CC3)n3ncc(CC4NC(O)NC4O)c3n2)c1,0.139
MOL_02_004302,Cc1ccnc(Nc2ccc3ccccc3n2)c1,0.139
MOL_02_006989,Cn1ccc2cc(NC(O)Nc3ccncc3)ccc21,0.139
MOL_02_000319,Oc1nc2cnc(-n3cnc4ccccc43)nc2n1C1CCOCC1,0.139
MOL_02_007686,Nc1ncnc2c1c(-c1ccccc1)nn2Cc1cn(CC(O)Nc2ccccc2)nn1,0.139
MOL_02_007530,COc1ccccc1CNC(O)c1ccc2c(Cl)nccc2n1,0.139
MOL_02_006669,CCC(C)(CC)CN1CCC(CNC(O)c2ccc3cc(C)ccc3c2)NC(CCN2CCCCC2)C1O,0.139
MOL_02_007892,Nc1nc(O)c2ncn(C3CC(O)C(COC(O)(O)CC(O)(O)OC(O)(O)O)O3)c2n1,0.139
MOL_02_004497,Cc1nn(Cc2ccccc2)c2c1C(c1ccccc1)C(CN)C(N)O2,0.139
MOL_02_007078,COc1ccc(Nc2nc(-c3cccc(C(N)O)c3)cn3ccnc23)cc1OC,0.139
MOL_02_006742,Nc1nc2c(cnn2CCCc2ccc(O)c(O)c2)c2nc(-c3ccco3)nn12,0.139
MOL_02_000460,COc1ccc(C2NN(C(C)O)C(c3ccc(C)c(C)c3)O2)cc1,0.139
MOL_02_005357,COc1ccc(CNc2cnc(N)nc2N)cc1OC,0.139
MOL_02_001172,CC(O)N1CCC(CCn2nc(Cc3cccc4ccccc34)c3c(N)ncnc32)CC1,0.139
MOL_02_007670,CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3cccc(C(C)(O)O)c3)nc2n1,0.139
MOL_02_008149,Cc1cccc(-c2ccc(CC3C(O)N(C)C(O)N(C)C3O)o2)c1,0.139
MOL_02_008405,COc1cc(C2CC(C(NNc3ccc(N(O)O)cc3)C3CC(c4ccc(O)c(OC)c4)NC(C)N3)NC(C)N2)ccc1O,0.139
MOL_02_005473,CCCCNC(O)CC(O)C(CC(C)C)NC(O)C(CCC(N)O)NC(O)COc1ccc2ccccc2c1,0.139
MOL_02_005229,CNc1cc(C2CCCN2C(O)CCc2ccccc2Cl)ccn1,0.139
MOL_02_002099,COc1cc(-n2cc(C(O)C(O)Nc3ccncc3)c3ccccc32)ccc1C,0.139
MOL_02_006915,COc1ccc(NC(O)c2ccc(C)cc2NC(O)(O)c2cccc(Cl)c2)cc1,0.139
MOL_02_005651,Cc1cccc(Cl)c1CN1CCN(C(O)c2ccc3ccccc3n2)CC1,0.139
MOL_02_006098,Cc1ccc(CCC(O)OCC(O)NC(C)c2ccc(Cl)cc2)cc1,0.139
MOL_02_000879,CC(C)(C)NC1=C(O)C(O)=C1NCc1ccncc1,0.139
MOL_02_001824,CC(Nc1nccc(N2C(O)OCC2C(C)C)n1)c1ccc(C(O)NC2CCC(O)(O)CC2)c(Cl)c1,0.139
MOL_02_005670,CC(O)(O)c1ccc(C(O)N2CCC(N(C3CC3)C(O)(O)c3cccc(C(Cl)(Cl)Cl)c3)CC2)c(Cl)c1,0.139
MOL_02_003156,CC(C)c1ccc(O)c(C(O)c2cnn(-c3ccccc3)c2)c1,0.139
MOL_02_007344,Cc1cccc2cc(CN(CC3CCCO3)C(C)Nc3ccccc3)c(O)nc12,0.139
MOL_02_006573,COc1ccc(C(CC(O)N2CCN(Cc3nc(C(O)OC)co3)CC2)c2cccc(Cl)c2)cc1,0.139
MOL_02_004841,Nc1ccc2ccccc2c1NNc1ccccc1,0.139
MOL_02_000581,CCc1nc2ccc(C(O)Nc3cccc(OC)c3)cn2c1N(CC)CCOC,0.139
MOL_02_008284,CC(O)N1c2ccccc2C(O)C1C1c2ccccc2NC1O,0.139
MOL_02_002255,c1ccc(-c2ncc3c(n2)CCNCC3)cc1,0.139
MOL_02_002611,OC(NC1CCN(C(c2cnccn2)c2ccc(Cl)cc2Cl)CC1)C1CCCCC1,0.139
MOL_02_005175,Cc1ccc(C(O)N2CCc3cc(CNC(O)c4ccc(N(C)C)cc4)ccc32)cc1,0.139
MOL_02_006670,CC1(C)CCOc2c(Cl)cc(CN3CCC4(CC3)CN(c3ccc(C(O)O)cc3)C(O)O4)cc21,0.139
MOL_02_001210,CCOc1ccc(C(O)c2cnc3ccc(C)cc3c2C(O)(O)c2ccc(C)cc2)cc1,0.139
MOL_02_008492,Cc1ccc(CN2c3ccccc3C(O)N(Cc3ccccc3)C2(O)O)cc1,0.139
MOL_02_006191,CC(NC(O)c1nc(N)nc2c(Cl)cccc12)c1cccc2cccnc12,0.139
MOL_02_003250,CC(C)n1ncnc1-n1cc2c(n1)-c1ccccc1OCC2,0.139
MOL_02_004072,CC1CC(O)N(c2ccc(N)cc2)N1,0.139
MOL_02_004198,NCc1nc(CCc2ccccc2)oc1NCCCN1CCOCC1,0.139
MOL_02_002627,COc1ccc2cccc(CCNC(O)C(Cl)Cl)c2c1,0.139
MOL_02_006287,COc1ccc(N2CCN(C(O)c3c(C)nc4ccc(C)cn34)CC2)cc1,0.139
MOL_02_002310,COc1ccc2c(c1)N(CCCN(C)C)C(O)C(Cc1ccccc1)O2,0.139
MOL_02_003028,Cc1ccccc1C(O)Nc1ccc2ccccc2n1,0.139
MOL_02_004987,Nc1nc2ccccc2c2c1ncn2C1OC(CO)C(O)C1O,0.139
MOL_02_001451,ONC(O)COc1cccc(Cl)c1,0.139
MOL_02_000586,CC(NC(O)c1ccc(C(N)N)cc1)C(O)N1CCC(CC(O)O)CC1,0.139
MOL_02_005754,Cc1noc(C)c1-c1ccc2ncnc(NCc3cccc(Cl)c3)c2c1,0.139
MOL_02_005275,CCc1ccccc1N(CC(O)NCCc1ccc(OC)c(OC)c1)C(O)(O)c1ccc(C(Cl)(Cl)Cl)cc1,0.139
MOL_02_008584,CC(O)(O)c1ccc(-c2cc(C(CCCCCON(O)O)NO)nn2C2CCCCC2)cc1,0.139
MOL_02_004899,COC(O)C1C(O)CCC1Nc1ccc2ccccc2c1,0.139
MOL_02_008567,CC(C)CCN(Cc1ccc(C(Cl)(Cl)Cl)cc1)Cc1cc(-c2ccc(C(Cl)(Cl)Cl)cc2)cc(C(CC(C)C)C(O)O)c1,0.139
MOL_02_002444,Cc1ccc(NC(O)Nc2cccnc2)c(C)c1,0.139
MOL_02_006081,CN(C)c1ccc(CCc2ccc3cc(Cl)ccc3n2)cc1,0.139
MOL_02_001844,COCCN1CNC(O)C12CCN(C1CCCCC1c1ccccc1)CC2,0.139
MOL_02_002303,CCCOc1ccc(CNC2CCCc3c2cnn3CC)cc1OC,0.139
MOL_02_007353,Cc1nn(-c2ncc(C(O)O)c(O)n2)c(O)c1CCO,0.139
MOL_02_000302,CCOC(O)c1c(C)nn(-c2ncccc2NC(O)CCC(O)O)c1C,0.139
MOL_02_004790,CN1CCN(c2cccc(Nc3nc4c(CCc5ccccc5N(C)C(C)(O)O)cccn4n3)c2)CC1,0.139
MOL_02_005707,CC(Cc1ccc2c(c1)OCO2)CN1CC2CCCCC2C(C(O)N2CCN(c3ccccn3)CC2)C1,0.139
MOL_02_008467,CCN(c1nc(C)cc(OC)n1)C(O)(O)c1ccccc1,0.139
MOL_02_001848,COc1ncccc1CN1CCC(C(O)N(Cc2cc(C)c3c(c2)OCCCO3)CC(C)C)C1,0.139
MOL_02_001085,OC1Cc2cc(-c3cccc4c3oc3ccccc34)ccc2C(O)N1O,0.139
MOL_02_003045,CC(C)C(C)CCC(NC(O)OC(C)(C)C)C(O)NC1C(CC2CCCCC2)OC(CO)C(O)C1O,0.139
MOL_02_008336,NC(Cc1ccc(O)c(CCCl)c1)C(O)O,0.139
MOL_02_008705,COc1ccc(OC)c(-c2cc(C(O)O)c3cc4ccccc4cc3n2)c1,0.139
MOL_02_002304,CC(O)Nc1cccc(C(O)NCc2ccc3c(c2)CCN3C(O)c2ccccc2)c1,0.139
MOL_02_000794,Cc1ccc2c(c1)C1(C(O)N2)C(C(O)c2ccccc2)C(c2cccc(N(O)O)c2)C2CCCN21,0.139
MOL_02_004737,CC1CCC(O)(c2ccc(NC(O)c3cccc4ccccc34)cc2)N1Cc1cccnc1,0.139
MOL_02_008827,Cc1cc(C)nc(N2CCCC(C(O)Nc3ccc4c(c3)OCCO4)C2)n1,0.139
MOL_02_000604,Cn1nnnc1CCCNC(O)(O)c1ccccc1,0.139
MOL_02_007989,NC(N)c1ccc(NNCc2ccc(Oc3ccc(C(N)N)cc3)cc2)cc1,0.139
MOL_02_004309,CNC(O)c1cccc(Nc2ncnc(N3CC(Oc4ccc(C)cc4Cl)C3)c2Cl)c1,0.139
MOL_02_002977,Cc1ccc2c(NCCn3cc(COc4nc(C)c(C(O)OC(C)C)c(-c5ccc(N(O)O)cc5)n4)nn3)ccnc2c1,0.139
MOL_02_003024,Cc1c(CNC2c3ccccc3-c3ccccc32)cnc2nc(N)nc(N)c12,0.139
MOL_02_008921,COc1ccc(C(O)C(C)Cc2ccccc2)c(OC)c1OC,0.139
MOL_02_006238,CC(C)N(C(C)C)C(O)c1cc(Cl)c(-c2ccc(C(O)O)cc2)c(N(O)O)c1,0.139
MOL_02_002122,CC(C)(C)OC(O)N1CCC(Nc2nc(NC3CCC(Cl)(Cl)CC3)nc(-c3cccc(C(Cl)(Cl)Cl)n3)n2)CC1,0.139
MOL_02_005107,COCCNc1nc(CCC(O)N2CCN(c3ccccc3OC)CC2)nc2ccccc12,0.139
MOL_02_003499,Cc1ccccc1-c1c(C(N)O)cc2ncn(C)c2c1CN,0.139
MOL_02_008602,CC(C)CNNC(C)Nc1ccc(C(O)(O)N2CCOCC2)cc1,0.139
MOL_02_007538,COc1ccc(Cc2ccccc2OC2CC(CO)C(O)C(O)C2O)cc1,0.139
MOL_02_006586,Cc1ccc(NC(O)c2ccc(Cl)cc2)cc1-n1cc(-c2cccnc2)cn1,0.139
MOL_02_004749,Cc1ccc(NC(C)NCc2ccccc2C)c(C)c1,0.139
MOL_02_002946,Cc1cccc(N2CCN(c3ccc(N(O)O)nc3)CC2)c1,0.139
MOL_02_005920,COc1cc2ccnc(Nc3ccc(C)cc3)c2cc1OC,0.139
MOL_02_008866,Clc1ccc(C(c2nnnn2Cc2ccccc2)N2CCN(CC3CCCO3)CC2)cc1,0.139
MOL_02_000866,CCn1c(Nc2ccccc2C)nc2cnc(Nc3ccccc3Cl)nc21,0.139
MOL_02_005825,Cc1ccc(C(O)C(O)O)cc1,0.139
MOL_02_006619,CCOc1ccc2c(NNCc3cc(OC)c(OC)c(OC)c3)cc(C)nc2c1,0.139
MOL_02_005134,ONC(O)c1cnc(NCc2cccc(C(Cl)(Cl)Cl)c2)nc1,0.139
MOL_02_005079,OC(Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21)N1CCOCC1,0.139
MOL_02_006436,CC(CNC(O)CCc1nnc2ccc(N3CCC4(CC3)OCCO4)nn12)c1ccccc1,0.139
MOL_02_003816,COc1cccc(Nc2ncnn3ccc(CN4CCC(N)C(O)C4)c23)c1,0.139
MOL_02_001032,Clc1ccc(N2CC(Nc3nc(NC4CCC(Cl)(Cl)C4)nc(-c4cccc(C(Cl)(Cl)Cl)n4)n3)C2)cc1,0.139
MOL_02_006075,CC1CC(Cc2ccc3c(c2)N(Cc2ccc(C(Cl)(Cl)Cl)cc2)C(O)CO3)C(O)N1,0.139
MOL_02_006289,Cc1ccc(NC(O)c2cc(C(C)(C)C)nn2C)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,0.139
MOL_02_000361,Cc1ccn2c(CNCCn3nc(C)cc3C)c(C(O)N3CCCCCC3)nc2c1,0.139
MOL_02_005742,OC(O)CCc1ccc(NC(O)C2(NC(O)c3ccc4nc(-c5ccc(Cl)cc5)c(-c5ccc(Cl)cc5)nc4c3)CCC2)cc1,0.139
MOL_02_008633,CCOC(O)C1CCCN(CCC(C)c2ccccc2)C1,0.139
MOL_02_008384,COc1ccc(C(O)(O)N(Nc2ccccc2)C(O)Oc2ccc3c(c2)CCC3)cc1,0.139
MOL_02_007843,CNC(O)OC(c1cnccc1C(Cl)(Cl)Cl)c1cccc2ccccc12,0.139
MOL_02_008313,Cc1ccc(C(c2cccnc2)N2CCN(C(O)Oc3ccccc3)CC2)cc1,0.139
MOL_02_002835,NC1CCN(C(O)c2ccc3cc(Oc4ccc(C(Cl)(Cl)Cl)cn4)ccc3n2)C1,0.139
MOL_02_007721,Cc1cccc2c(C3OCC(O)C(O)C3O)cn(Cc3ccc(C4CC4)cc3)c12,0.139
MOL_02_007054,Cc1ccc(OC2CCN(C(O)c3cc(O)c4cc(O)ccc4n3)CC2)cc1,0.139
MOL_02_003704,CC(C)CCCC1(C)OC1Cn1cc(CC(C(O)(O)O)C(O)(O)O)nn1,0.139
MOL_02_008380,CCOc1ccccc1Nc1cc(C)nc2nnnn12,0.139
MOL_02_005196,Cc1ccc(O)c(-n2nc(-c3ccc(C(Cl)(Cl)Cl)c(C)c3)nc2O)c1,0.139
MOL_02_004484,CCCC1CC(O)N(Cc2cn(CCCOC3OC4CC5C(C)(C)CCCC35C3C(O)CC5C(C)C(O)C43C5O)nn2)C1O,0.139
MOL_02_005152,OC(O)c1ccc(C(O)Nc2cccc(NC(O)C3CCCO3)c2)cc1,0.139
MOL_02_004232,Cc1ccc(Cc2cc(C(O)C(O)Nc3c(C)ccnc3C)c3ccccn23)cc1,0.139
MOL_02_004372,Cc1ccc(C(O)(O)N2CCOCC2)cc1NC(O)COc1cccc(Oc2ccccc2)c1,0.139
MOL_02_008526,CC(C)(C)NC(O)C1(C)CCC(O)N1NCc1ccc(N(O)O)o1,0.139
MOL_02_003279,COc1ccc(-c2nn(Cc3ccccc3)cc2-c2cc(OC)c(OC)c(OC)c2)cc1O,0.139
MOL_02_004017,CN(Cc1cccnc1)c1nccc(N2CCNC3CC(O)(O)CC32)n1,0.139
MOL_02_005282,CC(C)Oc1cc(NC(O)N2CCCc3cc(C4CCNCC4)c(CO)nc32)ncc1CN,0.139
MOL_02_004807,CCC(NOC)C1CCN(CCC(CN(C)C(O)c2ccccc2)c2ccc(C)c(C)c2)CC1,0.139
MOL_02_005611,COc1cc(C(C)c2cnc(N)nc2N)cc(OC)c1OC,0.139
MOL_02_002898,CCc1c(C(O)C(N)O)c2c(OCC(O)OC)cccn2c1CCCc1ccccc1,0.139
MOL_02_003107,Cc1ccc(COc2cc3cncnc3cc2NC(O)Nc2ccccc2Cl)cc1,0.139
MOL_02_007576,CN1CCC23c4c5ccc(O)c4OC2C(N)CCC3(O)C1C5,0.139
MOL_02_007476,CC12CCCCC(Cc3ccc(O)cc31)C2N,0.139
MOL_02_004164,Cc1c(C(O)Nc2cnccn2)cc(-c2ccccc2)n1CCCN1CCOCC1,0.139
MOL_02_004803,CC1CCc2ccccc2N1C(O)(O)c1ccccc1N(O)O,0.139
MOL_02_004711,CC(C)Oc1ccccc1OCCN1C(O)CCNC1O,0.139
MOL_02_005872,CC(C)CCN1c2ccccc2N(CC23CC4CC(CC(C4)C2)C3)C(O)C(NC(O)Oc2cccc(N(C)C)c2)C1O,0.139
MOL_02_008554,Cc1cc(C(Cl)(Cl)Cl)cnc1Oc1ccc(-c2cccc(CNCCN3CCNC3O)n2)cc1,0.139
MOL_02_005433,OC(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccc(Cl)cc1,0.139
MOL_02_003278,OC1C2CCCCC2C(O)N1Cc1ccccc1,0.139
MOL_02_003248,CC(c1ccc(C(Cl)(Cl)Cl)cc1)n1nc(CC(Cl)(Cl)Cl)c2c(O)nc(O)nc21,0.139
MOL_02_006034,Clc1ccc(COC2CCN(Cc3ccn4c(CC5CC5)nnc4c3C(Cl)(Cl)Cl)CC2)c(Cl)c1,0.139
MOL_02_003965,CCCNC(C)NC(O)(O)c1ccc(N2NC(c3ccc(C)cc3)CCC2O)cc1,0.139
MOL_02_003718,CCCCCCCCCCCC(O)c1c(C(O)O)n(CCCCOc2ccc(C(O)O)cc2)c2ccccc12,0.139
MOL_02_003167,CCOC(O)c1nc2cc3n(c(C)c-2c1C)C(C)C(C)C3C,0.139
MOL_02_000099,CC(C)C(C(N)O)C(C)(C)C,0.139
MOL_02_005612,COc1ccc(C(O)(O)N(CC(O)NC(c2ccccc2)c2ccccc2)C(CCCCc2ccccc2)C(O)NO)cc1,0.139
MOL_02_001043,OC(c1ccccc1)N1CC1c1ccccc1,0.139
MOL_02_005597,Cc1cccc(C)c1-n1ncc(C(O)NCc2ccc3c(c2)OCO3)c1C1CCN(C(O)OC(C)(C)C)CC1,0.139
MOL_02_003808,OCCCCNc1ccc2nc(-c3ccc(Cl)cc3)c(-c3ccncc3)n2c1,0.139
MOL_02_001344,CCC(CC)Nc1cc(-c2ccc(C)cc2)nn1C,0.139
MOL_02_005221,COc1cc(C2CC(Cc3ccccc3)C(O)N2c2cccc(NC(C)O)c2)cc(OC)c1OC,0.139
MOL_02_000043,Cc1ccc(C(O)NCCC2CCN(CC(c3ccccc3)c3ccccc3)C(O)C(CCN(C(C)C)C(C)C)N2)cc1C,0.139
MOL_02_001100,CNc1ccnc2cc3c(O)n(-c4ccc(Cl)cc4)ccc-3c12,0.139
MOL_02_006219,COc1ccc2c(c1)C(O)c1c-2c(CCc2ccc(N(O)O)o2)nc2ccc(Cl)cc12,0.139
MOL_02_000131,Cc1ccccc1C1OC(C)Cn2c1c(C)c1ccccc12,0.139
MOL_02_008823,OC(CC1CCCCN1)c1cc2ccc(C(Cl)(Cl)Cl)cc2c2cc(C(Cl)(Cl)Cl)ccc12,0.139
MOL_02_007794,Cc1ccc(OCc2ccc(C(O)Nc3ccc(NC(C)O)cc3)o2)c(C)c1,0.139
MOL_02_000500,CCCC(O)C1Cc2nnc(C)n2N(C(O)CCC)C1c1cccc(OC)c1,0.139
MOL_02_005712,CON(Cc1cc(C(O)NOCCO)c(Nc2ccc(Cl)cc2Cl)c(Cl)c1Cl)C(O)CO,0.139
MOL_02_004290,CCC(C)C(O)OC1c2cc(OC)c(OC)c(OC)c2-c2c(cc3c(c2O)OCO3)CC(C)C1(C)O,0.139
MOL_02_007897,CC(NC1CCC(O)(O)C1)NN(C)C,0.139
MOL_02_006095,CC1(C)CN(C2CCOCC2)C(O)c2c(nc(N3CC4CCC(C3)O4)nc2-c2ccc(NC(O)Nc3ccon3)cc2)O1,0.139
MOL_02_007121,c1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,0.139
MOL_02_000334,COc1ccccc1-c1nc(N2CCN(C)CC2)c2ccccc2n1,0.139
MOL_02_001215,Cn1nnc2cc(C(O)Nc3ccccc3Cl)ccc21,0.139
MOL_02_005354,Oc1nc2ccccc2n1C1CCN2C(CCCC2c2ccccc2)C1,0.139
MOL_02_006778,COc1cc(C2c3cccc(N(O)O)c3NC(c3ccc(O)cc3)C2C)ccc1O,0.139
MOL_02_005088,CCCCc1cc(OC2CCN(CCCCNC(C)(O)O)CC2)c2ncccc2c1,0.139
MOL_02_006424,COc1cc(-c2c(C)cccc2C)cc(C(C)CCc2c(C)nc(N)nc2N)c1,0.139
MOL_02_000694,CCOc1ccc(-c2nc(-c3cccc4c3CCN4CC(N)(CO)CO)no2)cc1OCC,0.139
MOL_02_004989,OC(N1CCOCC1)N1CCN(c2ccccc2Cl)CC1,0.139
MOL_02_005796,OC1CCCC2CC(Nc3ccc(Cl)cc3Cl)CC3CCN1C23,0.139
MOL_02_002013,Cc1ccc(C2OCCC2C(O)N2CCN(c3ccc(C)cc3C(N)CC(C)C)CC2)cc1,0.139
MOL_02_008804,CC(O)(O)Nc1ccc(CCN(Cc2ccccc2)Cc2ccccc2)cc1,0.139
MOL_02_007012,CCOC(O)C(C1CC(C)NC(C)N1)C(O)c1ccccc1,0.139
MOL_02_003091,Cc1ccc(C(c2cncnc2)N2CCN(C(O)C3CC3)CC2)cc1,0.139
MOL_02_000445,CCOC(O)c1ccc(NC(O)c2cccc3c2C(O)N(CC2CCCO2)C3)cc1,0.139
MOL_02_005375,COc1ccc(-c2cc3nc(-c4ccccc4)cc(O)n3n2)cc1,0.139
MOL_02_007534,COC1COCCC1NC1CC2OCCC2(C(O)N2CC3CC2CN3c2cccc(C(Cl)(Cl)Cl)n2)C1,0.139
MOL_02_001731,CCCC(O)OC1CC(C)(OC(C)O)C2C(OC(O)c3ccccc3)C(OC(O)C(C)CC)C(C)C2C2OC(O)C(C)(O)C12O,0.139
MOL_02_006803,Cc1ccc(CNC2=C(O)C(O)=C2NC(C)(C)C)c(C)c1,0.139
MOL_02_007950,COc1ccc(C(CNC(O)c2cccc(C(O)(O)NCc3ccccc3)c2)N2CCOCC2)cc1,0.139
MOL_02_008016,CCC1C2CCC3C(C(O)N(CC)C3O)C2C2(Cc3ccccc3)C(O)N(Cc3ccccc3)C(O)N2C1O,0.139
MOL_02_008234,c1ccc(Oc2ccc3c(c2)-c2ncc4c(c2=N3)=c2ccccc2=N4)cc1,0.139
MOL_02_007292,COc1ccc(C2(C)Cc3cc(OCC(O)O)c(C)c(C)c3C2O)cc1,0.139
MOL_02_008580,Nc1nnc(Cc2ccccc2Oc2ccccc2)o1,0.139
