DrugGEN-NoTarget_MOL_ID,SMILES
MOL_03_002588,CN(C)c1cccc(C(O)Nc2nc3ccccc3n2C)c1
MOL_03_001539,CC1CN(C(C)(C)c2nc3ccccc3s2)C(O)C1c1cccc(N(O)O)c1
MOL_03_007833,N#Cc1c(C(C#N)Cc2ccc(-c3ccccc3N(O)O)o2)nn(-c2ccccc2)c1N
MOL_03_002353,N#Cc1cn(-c2cc(C(O)O)ccn2)cc1-c1ccccc1Cl
MOL_03_002279,COc1ccc(-c2c(C)noc2C2C(c3ccc(Cl)cc3)CC3CCC2N3C)cc1
MOL_03_005817,CC(NNC(O)CNC(O)COc1ccccc1)c1ccco1
MOL_03_005957,Nc1ncnc2c1ncn2C1CC1CO
MOL_03_008628,CCCCC1(CC)CS(O)(O)c2cc(CNC(O)CS(O)(O)O)c(OC)cc2C(c2ccccc2)N1
MOL_03_004140,Nc1nnc(SCC(O)NCCOc2ccccc2)s1
MOL_03_007955,CC(O)N(c1cccc(F)c1)C1C(O)c2ccccc2C(O)C1N1CCCCC1
MOL_03_009381,OC(CN1C(O)NC2(CCc3ccccc32)C1O)NCc1cccc(C(F)(F)F)c1
MOL_03_009634,Cc1cccc(OCC(O)NCCNC(O)c2ccco2)c1
MOL_03_007933,N#CC(NNc1ccc(N(O)O)cc1)C(N)N1CCOCC1
MOL_03_000418,CCCNCCOCCOc1ccc(C)cc1N(O)O
MOL_03_004474,Cc1nc(NC(C)c2cccc(-c3cnc(N4CCNCC4)nc3)c2)cc(-c2ccc3occ(C)c3c2)n1
MOL_03_000616,CC(O)C(C)CCCC1COC(C(O)C(C)CC(O)OCCCCCCCC(O)NC2CCCNC2O)C(O)C1O
MOL_03_000298,CC1(C)CC(NC(O)c2ccccc2Cl)CC(C)(C)N1
MOL_03_007867,OC1c2ccccc2C(O)c2c1nc(-c1ccco1)n2CCN1CCOCC1
MOL_03_009766,Oc1nc2c(OC(c3ccccc3)c3ccccc3)cccc2c2cn(-c3ccccc3)nc12
MOL_03_005479,Cc1cc(C)cc(NC(O)Nc2ccc3ccccc3n2)c1
MOL_03_001075,OC(CC(O)C(O)O)c1cccc(Cc2ccccc2)c1
MOL_03_007258,CC(C(O)NC1CCCCC1)N1C(O)C2C3CCC(C3)C2C1O
MOL_03_006021,OC(O)Cc1sc(C(c2ccc(F)cc2)c2ccc(F)cc2)nc1-c1cncc(F)c1
MOL_03_000661,COc1ccc(S(O)(O)NCCCN2CCN(C(O)OCc3ccccc3)CC2)cc1
MOL_03_007301,ON(O)c1cc(Oc2cccnc2)cc(N(O)O)c1
MOL_03_002662,CC(C)(CC(O)O)CC(O)N1CCCN(c2nc3ccc(Cl)cc3s2)CC1
MOL_03_009997,OC(CNc1nc(-c2ccccc2)nc2ccccc12)([PH](O)(O)O)[PH](O)(O)O
MOL_03_004966,OC1NC(c2ccc(F)c(F)c2)C(C(O)NCCCN2CCC(c3ccc(F)cc3)CC2)C(C(F)(F)F)N1
MOL_03_008301,CC(C)CCOc1cc(O)c2c(O)c3c(cc2c1)CC(C)(O)CC3O
MOL_03_008812,CC(C)(CC(O)O)n1cc(-c2cc(F)cc3c2-c2ccccc2C3(O)C(F)(F)F)cn1
MOL_03_004854,CC(C)CC1CNC(O)N1
MOL_03_003784,CCCN(CCC)S(O)(O)CCC(O)NC(Cc1ccccc1)C(O)CNCc1cccc(OC)c1
MOL_03_000093,OCc1ccc(-c2nc3ccccc3s2)o1
MOL_03_002169,CCCOc1ccc(OCCCN2CCCC(N3CCc4cc(OC)c(OC)cc4C3O)C2)cc1
MOL_03_009358,COc1cc(C2CC(C(NNc3ccc(N(O)O)cc3)C3CC(c4ccc(O)c(OC)c4)NC(S)N3)NC(S)N2)ccc1O
MOL_03_004384,CC(C)CC(C)NC(O)c1ccc(C(F)(F)F)cc1
MOL_03_003376,COC(O)C1C(C)NC(C)C(C(O)OCC(C)C)C1c1ccccc1C(F)(F)F
MOL_03_009783,COc1ccc(CC(O)N2CCC(c3nncn3C)CC2)cc1F
MOL_03_007375,COc1ccc(Cc2nnc3n2NC(c2ccc(N(O)O)o2)S3)cc1OC
MOL_03_006512,Cc1cc(C)nc(SCC(O)Nc2sc3c(c2C#N)CCC(C)C3)n1
MOL_03_008350,CCOC(O)CSCc1c(C#N)c2ccccc2n1C
MOL_03_009579,COc1cc(CCc2nc(-c3ccc(O)cc3)no2)cc(OC)c1O
MOL_03_002553,CC(O)Nc1cccc(C(O)NCc2ccc3c(c2)CCN3C(O)c2ccccc2)c1
MOL_03_003457,COC(O)C1CC(OC(C)O)C(O)C2C1(C)CCC1C(O)OC(c3ccoc3-c3cccc(N)c3)CC12C
MOL_03_007603,CS(O)(O)OC1CCN(C2(c3cccc(O)c3)CCCCC2)CC1
MOL_03_001838,Oc1ccc(SCCN2CCC(Cc3ccccc3)CC2)cc1
MOL_03_003260,CNC(O)c1c(NCC2CCC3(CC2)OCCO3)nc(C#N)nc1OCC1CCN(C)CC1
MOL_03_007512,CC(O)CC(O)Nc1cccc2c1CCCC2
MOL_03_003597,NCc1ccc(C(O)Nc2ccncc2F)cc1-c1cccc(NC(O)c2ccc(C(O)O)cc2)c1
MOL_03_003936,CCCOc1ccc(Oc2ccc(-c3ccc(C(C)NC(O)C(C)C)cc3)cc2)cc1
MOL_03_004425,COc1ccc(CNC(O)c2coc(-c3ccccc3)n2)cc1OC
MOL_03_003300,Cc1nc(OCc2cn(CCNc3ccnc4cc(Cl)ccc34)nn2)nc(-c2ccc(N(O)O)cc2)c1C(O)OC(C)C
MOL_03_002247,Cc1onc(-c2ccccc2)c1C(O)Nc1sc2c(c1C#N)CCC2
MOL_03_000963,CCc1nc2ccc(C(O)NCc3ccccc3OC)cn2c1N(C)Cc1ccc(OC)cc1
MOL_03_002710,Nc1cccc(N2C(CCc3ccccc3)C(O)C(Cc3ccccc3)N(c3cccc(N)c3)C2O)c1
MOL_03_002105,Cc1cccc(C)c1NCc1noc(C2CC2)n1
MOL_03_000997,OCCNC(O)CC1CCCCCC(Cc2ccc(F)cc2)C(O)OC(c2ccccc2)CNC1O
MOL_03_001674,CCc1cc2cc(C(O)C3CCC(OC)CC3)ccc2nc1C
MOL_03_007165,CCN(CCCCCC(C)F)CCCC(O)c1ccc(NS(C)(O)O)cc1
MOL_03_003657,COC1CC(O)C(C)C(CC(C)O)C1O
MOL_03_006462,Fc1ccccc1-c1ccccc1
MOL_03_000713,CCN(CC)C(O)C1CCC(Nc2nccc(-n3ccc4c(OCCCS(C)(O)O)cccc43)n2)CC1
MOL_03_002983,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(O)NCCCC(O)OC1NC(c3ccccc3Cl)c3cc(Cl)ccc3NC1O)O2
MOL_03_003930,CC1(N)CCC(Nc2c(C(N)O)cnn3cc(-c4ccccc4)cc23)C1(C)C
MOL_03_005738,CC1CN(CCc2ccncc2)CCN1S(O)(O)c1ccc(C(C)(C)C)cc1
MOL_03_000412,CCCc1nnc(SCC(O)Nc2ccc(NC(C)O)cc2)n1-n1cccc1
MOL_03_001086,CC(O)NC(c1ccco1)C(O)NCc1ccccc1
MOL_03_002739,NC(N)NC(O)c1cnn(-c2cccc3ncccc23)c1C1CC1
MOL_03_000565,OC(O)C1CCN(Cc2cccc(Oc3ccccc3)c2)CC1
MOL_03_001676,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(O)NC(CCC(O)O)C(O)O)c(Cl)c1
MOL_03_001498,CNCc1ccc(Cl)c(CN(C2CC2)C(O)C2CNCC(O)N2c2ccc(CCCOc3cccc(Cl)c3)cc2)c1
MOL_03_001984,Cc1ccc(C(NO)N2C(C)CCCC2C)c(Oc2ccc(F)cc2)n1
MOL_03_009485,Cc1ncc(N(O)O)n1CCOc1ccc(C(O)CCc2ccccc2)cc1
MOL_03_003667,Oc1nc(CCc2ccccn2)nc2ccccc12
MOL_03_003699,NC1NCNC2C1CNN2CCO
MOL_03_000448,CC(C)C(NC(O)C(O)Nc1ccc(F)cc1)C(O)NC(CC(O)O)C(O)COc1c(F)c(F)cc(F)c1F
MOL_03_007548,OC(Nc1cnn(Cc2ccc(Cl)cc2)c1)c1cnccn1
MOL_03_006672,COc1ccc(CNc2nc3ccccc3nc2-c2cccs2)cc1
MOL_03_002585,Cc1ccc(-c2noc(CCC(O)Nc3ccc(F)cc3Cl)n2)cc1
MOL_03_004544,CCOC(O)N(C)CC#CCN1CCCC1
MOL_03_007376,SC(Nc1ccccc1)Nc1ccccc1C#Cc1ccccc1
MOL_03_005896,Cc1cccc(-c2ccc(Cl)c(C(O)NCCc3ccccc3Cl)c2)n1
MOL_03_001834,Cc1c(-c2ccnn2C)nnc(N2CCC(NC(O)Nc3ccccc3)CC2)c1C
MOL_03_004078,Cc1ccc(N2OC3C(C2c2ccccc2N(O)O)C(O)N(c2ccc(C(O)O)cc2)C3O)cc1
MOL_03_006054,OS(O)(Nc1c(Cl)ccc2cccnc12)c1ccccc1
MOL_03_009682,CC(O)N1NC(c2cc(-c3ccccc3)nc3ccccc23)OC1c1ccc(C(O)O)cc1
MOL_03_003956,CC1CC(C)(C)Nc2ccc3c(c21)C(C1CCCCC1)Oc1c(F)cc(F)cc1-3
MOL_03_008061,OS(O)(c1cc(Cl)ccc1Cl)N1CCC2(CC1)OCCO2
MOL_03_008775,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(CO)CCc1cc(O)ccc1O
MOL_03_000952,CONC(COCc1ccccc1)C(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1
MOL_03_004062,OC(O)C1CCCN(CCCCOCCN(c2ccccc2)c2ccccc2)C1
MOL_03_000726,Cc1oc(-c2ccccc2)nc1CCCc1nc2cc(CC(Oc3ccc(F)cc3)C(O)O)ccc2o1
MOL_03_005281,CCOc1ccccc1-c1ccc2nccn2c1
MOL_03_005842,Oc1ncc(C(O)NCCC2CCN(C(O)CCc3cc(Cl)cc(Cl)c3)CC2)o1
MOL_03_000381,CC(C)(C(O)NCc1ccccc1)C1C(O)Nc2cccc(C(O)NCc3c(F)ccc(F)c3F)c2NC1O
MOL_03_005711,OC(O)c1ccc(C(O)Nc2cccc(NC(O)C3CCCO3)c2)cc1
MOL_03_003815,Cc1cccc(C(O)NCCNC(O)c2cccc(C)c2)c1
MOL_03_000562,Cn1cnc(N(O)O)c1C(O)Nc1cccc(N(O)O)c1
MOL_03_002458,COc1ccc(NC(O)C(C)N(c2ccc(C)cc2)S(C)(O)O)cc1
MOL_03_009310,CC(C)CN(CC(O)C(O)O)C(O)NC(Cc1ccc(O)cc1)C(O)O
MOL_03_009865,CCC1CCCCN1CCCNC(O)c1cc2c(Cl)nc3ccccc3c2s1
MOL_03_004988,OC1CCN(S(O)(O)c2ccccc2)CCN1CCOCc1cccc(F)c1
MOL_03_007619,CN(C)c1ccc(CCCC2CCNC2c2cccnc2)cc1
MOL_03_004722,c1ccc(Cc2noc(-c3sc4ccccc4c3OC3CCNCC3)n2)cc1
MOL_03_002589,COc1cc(CCC(O)COC(O)CCc2ccc(OC(C)O)cc2)ccc1O
MOL_03_000747,CC1(c2nc(NC(O)c3ncc(OCCF)nc3N)ccc2F)NC(N)OCC1(F)F
MOL_03_004876,CC#CC1(O)CCC2C3CCC4CC(O)CCC4C3C(c3ccc(N(C)C(O)c4ccccn4)cc3)CC21C
MOL_03_007286,CCC(C)CNC(O)c1ccc(NC(O)N2Cc3ccccc3C2)cc1
MOL_03_006293,COc1cc(OC)c(C(O)CN2CCN(C)CC2)c(OC)c1
MOL_03_008877,OC(COC(O)C1CCN(S(O)(O)c2c(Cl)cccc2Cl)CC1)NCc1ccco1
MOL_03_006884,CCCNCc1cc2c(cc1O)C13CCCCC1C(C2)N(CC1CCC1)CC3
MOL_03_005874,NC(O)NNCc1c(O)ccc2ccccc12
MOL_03_007528,CCn1c(C(O)NCCC(O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1
MOL_03_008278,CC(C)c1ccc2c3c1C(O)C(O)C(C)C3OCC2C
MOL_03_006816,COc1ccc(C(O)NNC2NS(O)(O)c3ccccc32)cc1OC
MOL_03_002609,CC(O)C(c1ccccc1)C(N)c1ccc(Cl)o1
MOL_03_000489,CCN1c2nc(-c3ccc(OC)cc3)nc(N3CCOCC3)c2C2CCCN2C1S
MOL_03_003009,Cc1nc(C2CCCN2c2nc3cc(-c4noc(O)n4)nc(-c4cncc(Cl)c4)c3n2CC2CCC(C)CC2)no1
MOL_03_008208,CC1CCC2C3(C)COC(C)(C)OC3CCC2(C)C1CCC1C(O)OCC1OC(O)CCC(O)O
MOL_03_000384,c1ccc(C2CN3CCC4CCCCC43c3ccccc32)cc1
MOL_03_002930,COc1ccc(NC(O)c2ccc3c(c2)CCN3S(O)(O)c2ccccc2)c(OC)c1
MOL_03_003192,CCCOCC(O)CCl
MOL_03_007918,Cc1ccc(-c2noc(-c3c(C)noc3C)n2)cc1
MOL_03_007419,CCn1c2c(c3ccccc31)CC(O)Nc1ccncc1-2
MOL_03_008630,c1ccc2nc(N3CCN(C4CCCC4)CC3)ccc2c1
MOL_03_009986,COC(O)CC(O)c1ccccc1O
MOL_03_000587,CCc1ncc2c(n1)CN(Cc1nc(-c3cccs3)no1)CC2
MOL_03_008669,OC(CCl)n1c(-c2ccco2)nc2ccccc21
MOL_03_000496,COc1ccc(C2NN(C(C)O)C(c3ccc(Cl)c(Cl)c3)O2)cc1
MOL_03_005944,Cc1ccccc1N(C)C(O)c1cncnc1Oc1cc(Cl)ccc1Cl
MOL_03_004189,Cc1c2ccnc(C(O)NCCN(C)C)c2cc2c3cc(OC(O)NCCCC(O)OCc4ccccc4)ccc3n(C)c12
MOL_03_003298,COc1cc(N2CCN(C(O)Cn3nc(C(F)(F)F)cc3C)CC2)ccc1Cl
MOL_03_007024,CC1C2Cc3ccccc3C1NC(NC#N)N2
MOL_03_001715,CS(O)(O)N(Cc1ccc(F)cc1)CC(O)NC1CCCC1
MOL_03_000582,CNC(O)c1cccc(F)c1Nc1nc(Nc2cccc(NC(O)CNC(O)NC(C)(C)C)c2)ncc1Cl
MOL_03_005334,CCC(NOC)C1CCN(CCC(CN(C)C(O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1
MOL_03_007876,CC1CN(C(O)OC(C)(C)C)CCN1C(O)Nc1ccc(N(O)O)cc1
MOL_03_005034,CN(CC1CCc2ccccc2N1S(O)(O)c1ccc(Cl)cc1)C(O)N1CCC(NCc2cccs2)CC1
MOL_03_005316,CCOC(O)C1(CCCc2ccccc2)CCN(Cc2cn(CC)nc2C)CC1
MOL_03_002968,FC(F)c1ccnc(-c2nc(NC3CC(F)(F)C3)nc(NC3CC(F)(F)C3)n2)n1
MOL_03_009071,Cc1nc(N)c2ccc(C3CCCCN3)nc2n1
MOL_03_005567,NC(O)C1CC(c2ccc(C(F)(F)F)cc2)CC(OCCCCO)O1
MOL_03_008487,CCC(O)c1ccc(OCCCN2CCCCC2)cc1
MOL_03_009898,CCOc1ccc(S(O)(O)NCc2ccc(F)cc2)c2cccnc12
MOL_03_006493,CC(O)N(c1ccccc1)C1CC(C)N(C(O)c2ccccc2)c2ccccc21
MOL_03_008843,Cc1cc(Cl)ccc1Oc1ccc(C(F)(F)F)cc1C(O)Nc1ccc(C(O)O)nc1
MOL_03_003793,OCCOc1ccc2nnc(-c3cccc(C(F)(F)F)c3)n2c1
MOL_03_006048,Cc1nn(-c2ccccc2)c2nc(CN3CCCCC3)nc(O)c12
MOL_03_006650,Cc1cc(C(O)O)c2ccccc2n1
MOL_03_009586,Cc1ccccc1C(O)Nc1cccc(N)n1
MOL_03_001376,Nc1nc(N)c2nc(CN3c4ccccc4CCc4cc(OCC(O)O)ccc43)cnc2n1
MOL_03_008645,OC(NC1CCCN(Cc2ccccc2)C1)c1cc(Cl)cc(Cl)c1
MOL_03_006580,COc1ccc2c(OC3CC4C(O)NCCCCCCC5CC5(C(O)O)NC(O)C4C3)cc(-c3ccccc3)nc2c1
MOL_03_007137,Cn1c(CCNC(O)c2ccco2)nc2cc(NC(O)COc3ccc(Cl)cc3)ccc21
MOL_03_007555,Nc1ncnc2c1ncn2OCCOC[PH](O)(OCc1ccccc1)OCc1ccccc1
MOL_03_007754,c1ccc(CCC2CCCCC2NC2NCCO2)cc1
MOL_03_000548,Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(F)(F)F)cc2n1
MOL_03_000960,Cc1noc(C)c1CN1CCCC1c1nc(-c2ccccc2)no1
MOL_03_005833,CCc1cccc(CC)c1-c1cc(OC)c2c(n1)CCCC2Nc1ccc(OC)cc1C
MOL_03_006004,OC(COC(O)CCC(O)Nc1nccs1)NCc1ccco1
MOL_03_007060,CCC(C)C(C(O)NO)N1C(O)c2ccccc2C1O
MOL_03_000278,CN(C1CCCCC1)C(S)NC(O)c1ccc(F)cc1
MOL_03_006911,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCC(O)N3CCC(O)C3)no2)cc1C#N
MOL_03_008336,Cc1noc(-c2cnc(NCCNc3ccc(N(O)O)cn3)nc2-c2ccc(C#N)cc2)n1
MOL_03_009798,CN(C(O)CC(N)CC(O)CCN)C1CNC(NC(N)O)NC1O
MOL_03_000284,CC(NNC1NCCN1)c1cccc(C(C)NNC2NCCN2)c1
MOL_03_001420,OC(O)c1cccc(NC2C(O)NC(O)C2c2ccccc2N(O)O)c1
MOL_03_003557,CC(C)NC(NC#N)NC1c2cc(C#N)ccc2OC(C)(C)C1O
MOL_03_009744,CN(C)C(c1ccc(F)cc1)C(O)N1CCN(CCn2cccc2)CC1
MOL_03_007566,Cc1sc(-c2cccc(Cl)c2)nc1OC(O)N1CCC(N2CCCCC2)CC1
MOL_03_000948,CCN(CC)c1ccc(NS(O)(O)c2cccnc2)cn1
MOL_03_003953,Fc1cccc(CCc2ccc(F)c(F)c2)c1
MOL_03_006930,CS(O)(O)n1c(CCN2C(O)c3ccccc3C2O)nc2cc(Cl)c(Cl)cc21
MOL_03_003621,CC(C)C1CCC2(CNO)CCC3(C)C(CCC4C5(C)Cc6nccnc6C(C)(C)C5CCC43C)C12
MOL_03_000709,CC(C)(CCCC(O)N1CCc2c(n(Cc3cnc(C(F)(F)F)s3)c3ncccc23)C1)C(O)O
MOL_03_009419,CC12CCC(O)C3(C)C1C(OC2)C(O)C1(C)C2CCC(c4ccoc4)C2(C)CCC31
MOL_03_002650,CC#CCOc1ccc(S(O)(O)CC2(C(O)NO)CCN(S(O)(O)CC3CCCCC3)CC2)cc1
MOL_03_003003,CCC(CC)C(O)Nc1sc(-c2nnc(CC(C)C)o2)c(C)c1C#N
MOL_03_009689,COc1cccc(C2CC(c3cc(OC)ccc3OC)n3nnnc3N2)c1
MOL_03_006270,COc1cccc(-c2cc(C(O)N3CCOCC3)no2)c1
MOL_03_003290,CCOC(O)C1(Cc2ccccc2)CN(c2ccccc2)Cc2nnn(Cc3c(F)cccc3Cl)c21
MOL_03_001990,CC(C)CCNC1CCC(n2cc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1
MOL_03_009454,CC(C)N(Cc1ccccc1)C(O)CN1C(O)NC2(CCCCCC2)C1O
MOL_03_008118,Cc1ccc(NCc2cc3c(cc2N(O)O)OCO3)cc1N(O)O
MOL_03_004699,CC1CCCN(c2nc3c(-c4ccc(Cl)cc4)nnn3c3ccccc23)C1
MOL_03_006729,CCC(CNS(O)(O)c1ccc(OC)cc1)N1C(c2ccc(Cl)cc2)C(c2cccc(Cl)c2)CC(C)(CC(O)O)C1O
MOL_03_007035,CCCC#CC#CCCCCCCCCCCC(O)O
MOL_03_008524,CC(NC(O)Cc1cncnc1)c1ccc(OC2CCN(c3ccnc(OCC4CC4)c3)C2)cc1
MOL_03_002521,CC1CN(C(C)CO)C(O)c2cccc(NS(O)(O)c3ccc(F)cc3)c2OC1CN(C)C(O)NC1CCCCC1
MOL_03_005075,CC1OC2OC1CCc1cccc(O)c12
MOL_03_001651,CC1(C)CCN(c2ccc(C#Cc3cccnc3)cn2)C(O)O1
MOL_03_004603,CCCCN1CCN(CCCC(c2sccc2C)c2sccc2C)CC(C(O)O)C1
MOL_03_005285,COc1ccc(S(O)(O)Nc2ccc(C(N)O)cc2)cc1C(O)N1CCCCCC1
MOL_03_003242,Cc1noc(-c2ccncc2)n1
MOL_03_004059,COc1ccc2ccc(OC)c(C3C(C#N)C(N)OC4CC(C)(C)CC(O)C43)c2c1
MOL_03_002471,CC1C(O)NCC1C(O)Nc1cc(-c2cccc(OC(F)(F)F)c2)n(-c2ccc(F)cc2)n1
MOL_03_001092,COc1ccc(-c2ccc(C(O)N(C)C3CCN(C(O)N4CCC(NCCCC5CCCCC5)C4)C3)cc2)c(C)c1
MOL_03_001306,CN1C2CCC1CC(OC(O)C1c3ccccc3CCc3ccccc31)C2
MOL_03_009829,CCNC(O)C1OC(n2cnc3c(N4C5CCCC4CC(N)C5)ncnc32)C(O)C1O
MOL_03_001328,Oc1ccc(N2CCN(CCC(O)O)CC2)cc1C12CC3CC(CC(C3)C1)C2
MOL_03_004555,CCOC(O)C1C(COCc2nnn(C)n2)NC(C)C(C(O)OC)C1c1cccc(Cl)c1Cl
MOL_03_007802,CCN1C(O)CSC1NC1C2CC3CC(C2)CC1C3
MOL_03_000420,COCC(C)Oc1cc(Oc2ccc(C(O)N3CCC3)cc2)cc(C(O)Nc2nc3c(s2)CN(c2ncccn2)CC3)c1
MOL_03_008220,c1ccc(-c2nc(OCCCN3CCCCC3)cc(C3CC3)n2)cc1
MOL_03_003041,CC1CN(C)C(C)c2c1oc1ccc(N(O)O)cc21
MOL_03_009495,CCC(O)Nc1cc(C(O)Nc2nccs2)ccc1OC
MOL_03_003064,CN(C)CCC1CCc2cccc3c4c(n1c23)CCSC4
MOL_03_002776,Cc1cccc(-c2noc(CCC(O)Nc3ccc(C(N)O)cc3)n2)c1
MOL_03_001549,Cc1cc(CC(O)NC2CCC(CCN3CCN(c4cccc5c4OCO5)CC3)CC2)on1
MOL_03_003259,Cc1ccc(C)c(C(O)N(C)CC(O)Nc2ccccc2C(F)(F)F)c1
MOL_03_005900,CC1(C2CC(O)N(CCOc3ccc(F)c(F)c3)C2)CCS(O)(O)CC1
MOL_03_000040,CC1CCCN1C1CCN(c2ccc(N3CCC4(CCN(C(O)OC(C)(C)C)CC4)C3O)c(C(F)(F)F)c2)CC1
MOL_03_004112,Cc1cc2c(nc1C)CCCN2CCC(C)NOCC(O)C1OC2OC(C)(C)OC2C1O
MOL_03_004218,NC(N)NNCc1c(-c2cc(N(O)O)c(Cl)cc2Cl)nc2sccn12
MOL_03_002139,COc1ccc(CN(CC(O)NCCCCC(CO)N(CC(C)C)S(O)(O)c2ccc(C)cc2)c2ccccc2)cc1OC
MOL_03_002752,CCCCCCNC1=C(NCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)=C1O
MOL_03_009732,COc1ccc(C2CC(n3cc(-c4ccc(F)cc4)nn3)C(O)CN2Cc2cccs2)cc1
MOL_03_002709,CC(O)c1cccc(OCC(O)CNCC2CCCCC2)c1
MOL_03_007086,N#Cc1c(-c2cccnc2)cc(-c2cccc(Nc3ccc(O)nn3)c2)nc1O
MOL_03_000379,CC1OC(O)C2(C(O)c3ccccn3)CC(F)(F)C(C)C(CCc3ccc(-c4ccccc4C#N)cn3)C12
MOL_03_006074,COc1ccc(NC(O)NCC(O)N2CCC(c3noc4cc(F)ccc34)CC2)cc1
MOL_03_000991,OC(c1ccc(F)cc1F)N1CCC2(CC1)OCCc1ccsc12
MOL_03_002433,CCN(CC)CCCCCOc1ccc(C(O)CCc2ccccc2)cc1
MOL_03_001118,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC
MOL_03_000597,Cc1ncc(C#Cc2c(C)ncnc2N2CCN(C)C(O)C2)cc1NS(O)(O)c1ccccc1
MOL_03_009600,Cn1cc(N(O)O)cc1-c1nnc(Cc2ccccc2F)o1
MOL_03_002680,CC(O)CC(O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(O)CCc2ccccc2)c(O)c1-c1ccc(O)cc1
MOL_03_007087,COc1ccc2cc3cc(C(O)N4CCN(c5ccccc5)CC4)oc3nc2c1
MOL_03_003517,CCOC(O)c1nc2cc3n(c(C)c-2c1C)C(C)C(C)C3C
MOL_03_000675,Nc1c(C(O)NCc2ccc(Cl)cc2)sc2nc(-c3ccc(F)cc3)ccc12
MOL_03_007843,CCCC(O)c1cnn(-c2ccc(NC(O)c3cn(CC(O)N4CCN(CCF)CC4)c4ccc(C)cc34)cc2)c1C
MOL_03_003142,COc1ccc(Nc2ncc(OC)c(Nc3ccccc3C(N)O)n2)cc1N1CCN(C)CC1
MOL_03_009374,COc1ccc(C2C(C(C)O)C(O)C(O)N2CCCn2ccnc2)cc1
MOL_03_001074,CN(C)CCC1NC(O)c2coc(n2)-c2coc(n2)-c2cccc(c2)-c2cccc(c2)-c2nc(co2)-c2nc(co2)CNC1O
MOL_03_009323,CN(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(O)N(C)C1CCN(C2CCS(O)(O)CC2)CC1c1ccc(F)cc1
MOL_03_008170,CC(C)N(C(C)C)C(O)CCCCc1ccc2c(c1)OCO2
MOL_03_006731,COc1ccc(NC(S)N2CCC(C(O)c3ccc(F)cc3)CC2)cc1
MOL_03_003804,CN1C(O)NC2C3NC(O)c4cc(C(F)(F)F)c(C(F)(F)F)n4C3CC21O
MOL_03_000467,CCCCC1c2ccccc2OC(C(O)OCC)C1C(O)OCC
MOL_03_003015,CC(C)COc1ccc(C(O)C(CN2CCCCC2)c2ccccc2)cc1
MOL_03_008642,CC(C)(C)OC(O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
MOL_03_007292,COCCOC(O)C1C(N)Oc2cc(O)ccc2C1c1cccnc1
MOL_03_001673,Cc1ccc(S(O)(O)N2CCN(Cc3ccccc3)C(O)C2CC(C)C)cc1
MOL_03_008404,ON(O)c1ccc(S(O)(O)NNCCCc2ccccc2)cc1
MOL_03_000304,CCOc1ccc(CC2C(O)NC3CC(C)ON3C2N)cc1OC
MOL_03_007074,CC(C)c1ccc(S(O)(O)c2cnc(SCC(O)Nc3cccc(C(F)(F)F)c3)nc2N)cc1
MOL_03_000674,CC12CCC3C(CC(CCO)C4CC(NOC5CCNC5)CCC43C)C1CCC2O
MOL_03_008056,CC1(C)Cc2ccccc2-c2nnc(S)n21
MOL_03_009827,Oc1nc(CC(O)c2ccc(Cl)c(Cl)c2)cc(-c2ccccc2)n1
MOL_03_002246,CC(O)N1c2ccccc2N(Cc2ccccc2)CC1C1CC1
MOL_03_006718,CCCCCC(O)CCC1CCCC(O)(CC(O)O)C1
MOL_03_000921,COc1c(CNc2ccc(NS(C)(O)O)cc2)cc(N2CCC(O)NC2O)cc1C(C)(C)C
MOL_03_000443,CC(C)C1CCC2(C(O)OCC(O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
MOL_03_004253,COc1ccccc1N1CCN(C(C)CN2C(O)NC3c4ccccc4OC3C2O)CC1
MOL_03_008452,Cc1ccc2nc(NC(O)CCCCN3CCN(c4ccc(Cl)cc4)CC3)sc2c1
MOL_03_007936,OC(CN1CCN(c2ccc(C(F)(F)F)cc2)CC1)Nc1ncc(N(O)O)s1
MOL_03_003501,COc1cc(C(O)Nc2ccccc2-c2cn3cc(CN(C)C)sc3n2)cc(OC)c1OC
MOL_03_008442,CNC1CCN(c2cc(-c3ccc(C(F)(F)F)cc3)c(C#N)c3nc4ccccc4n23)C1
MOL_03_002313,CCNC(NS(O)(O)c1c(C)nn(C)c1Cl)N1CC(CC)CN1
