SMILES,name,canvasUID,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar
c1cc(O)nc(c12)nc(nc2)OCCCCN3CCN(CC3)c4cccc(C)c4C,MOL_02_001979,14205,407.5087,4.8591,5,1,7,30,0,0,4,74.61,62.169,120.7925,52.773
c1cccc(Cl)c1C(CC(O)O)NC(O)CCCCc(cc2)nc(c23)NCCC3,MOL_02_000146,14215,419.9449,3.85,4,4,10,29,0,2,3,97.64,66.445,115.9081,51.363
O1COc(c12)ccc(c2)CCC(O)N(C)Cc3c(C)nn(c3C)Cc4c(C)cccc4,MOL_02_005554,14219,421.5319,4.2483,4,1,8,31,0,1,4,59.75,64.169,123.9896,55.982
c1cccc(c1OC)Oc(nccc2)c2C(O)NCc3ccccc3,MOL_02_006086,14221,336.3844,3.5465,4,1,7,25,0,1,3,63.61,55.668,95.8091,47.06
Cc1ccc(o1)-c(cc2)cc(c23)CC(O)N(O)C3O,MOL_02_004810,14224,261.2732,1.7902,4,3,1,19,0,2,3,77.07,48.001,66.9694,32.158
CC(O)C(N)COCc1ccccc1,MOL_02_000379,14227,195.2582,0.6718,2,1,5,14,0,2,1,55.48,32.833,55.9556,25.498
CC(C)NC(NO)c1c(nc(C)cc1)Oc(c2)ccc(Cl)c2Cl,MOL_02_005002,14228,356.247,4.2407,3,2,6,23,0,1,2,66.41,54.39,91.4219,42.46
c1ccccc1NCc(cc2O)cc(c23)C(O)c4c(C3O)c(O)ccc4,MOL_02_007564,14229,349.3799,2.8728,4,5,3,26,0,2,4,92.95,64.002,100.392,48.176
Clc1c(Cl)ccc(c12)N(CC2)C(O)Cc3nc(cc(n3)O)N4CCOCC4,MOL_02_009491,14235,411.2824,3.7907,5,2,4,27,0,1,4,81.95,63.224,101.5329,45.801
c1cc(C)ccc1C(O)(O)NCc2ccc(cc2)OC,MOL_02_001687,14237,273.327,3.2782,3,2,5,20,0,0,2,61.72,47.418,78.8027,37.224
Clc1c(Cl)ccc(c12)N(CC2)C(O)Cc3nc(cc(n3)O)N4CCOCC4,MOL_02_045712,14239,411.2824,3.7907,5,2,4,27,0,1,4,81.95,63.224,101.5329,45.801
c1cc(Cl)ccc1C(O)(O)Nc(cccc2)c2C(O)N(CC)Cc3ccncc3,MOL_02_000268,14241,413.8973,4.2594,4,4,8,29,0,1,3,88.85,69.529,115.8252,54.051
c1ccccc1NC(C)NNCc(c2C(O)OC)n(nc2)-c(cc3)ccc3C,MOL_02_003707,14246,381.4714,2.4864,3,4,9,28,0,2,3,83.37,60.501,112.6445,51.481
c1ccc(Cl)cc1NC(O)CN(C)C(O)c2ccc(cc2)OCc(n3)cn(c34)cccc4,MOL_02_003491,14247,452.9333,4.0659,4,3,9,32,0,2,4,82.78,72.779,123.0502,59.26
c1cccc(c12)cccc2C(O)c3c(C)n4C(COc(c4c35)ccc5)CN6CCOCC6,MOL_02_001121,14248,428.5228,3.9579,3,1,4,32,0,2,6,46.86,64.002,123.6288,58.418
CCN(N)C(C)Nc1ccc(Cl)cc1,MOL_02_001352,14251,213.7071,2.0987,0,2,4,14,0,1,1,41.29,30.778,62.0009,27.061
CC(C)(O)C(O)NCC1CCCc(c12)cc(cc2)C(O)(O)c3cc(Cl)ccc3,MOL_02_008483,14254,405.915,3.5646,4,4,6,28,0,2,3,92.95,68.112,110.1212,50.067
CCN(CC)c(c1)nn(c12)c(O)c(cn2)C(O)NCCc3ccc(C)cc3,MOL_02_005488,14255,369.4607,3.277,4,2,8,27,0,1,3,86.44,59.835,108.8623,47.981
CCNC(O)CNC(O)Nc1cccc(C)c1CC(Cl)Cl,MOL_02_007703,14256,336.2573,2.6807,2,3,9,21,0,2,1,76.55,51.222,88.8342,37.645
ClC(Cl)(Cl)c1c(NC)nc(nc1)Nc(c2C)cnn2C(C)C,MOL_02_001232,14259,363.6733,3.1935,3,2,5,22,0,0,2,67.66,51.251,95.2658,39.336
COc(cc1)c(OC)cc1C(CC2)Nn(c23)c(nn3)-c4c(O)cccc4,MOL_02_008171,14260,352.3871,3.0106,5,2,4,26,0,1,4,81.43,57.502,100.375,45.554
c1cc(C)ccc1C(O)(O)N(c(c(Cl)cc2)cc2C)C(C)COC(O)NCCCn3ccnc3,MOL_02_002412,14261,489.0069,4.7758,5,3,12,34,0,2,3,103.01,79.362,133.9515,60.714
c1cccc(c12)nc(cc2)NC(O)CCNCCC(O)Nc(cc3)nc(c34)cccc4,MOL_02_008549,14264,417.5035,3.9868,4,4,10,31,0,2,4,102.33,68.168,122.692,57.169
Cc1ccc(cc1)OCCOc(c2)ccc(c23)COC3O,MOL_02_001050,14270,286.3224,3.1498,4,1,5,21,0,1,3,47.92,46.668,79.2662,37.571
Nc(n1)n(C)c(c12)cc(cc2)NC(O)c3ccc(cc3)CCCCC,MOL_02_004539,14271,338.4466,4.6648,2,3,7,25,0,1,3,76.1,52.835,102.1362,46.762
c1ccccc1CNNc(cc2N(C)C)nc(n2)N(C)C,MOL_02_004121,14274,286.3754,2.9521,2,2,6,21,0,0,2,56.32,43.168,90.2589,38.695
c1cc(C)ccc1C(O)(O)N2CCN(CC2)Cc(c3)ccc(c34)OCO4,MOL_02_005331,14278,356.4156,3.5559,4,2,4,26,0,0,4,65.4,57.585,99.4512,45.004
CC(O)Nc(c1)ccc2C(O)c(c3c12)cc(Cl)cc3,MOL_02_000788,14283,275.7302,2.6201,2,3,2,19,0,2,3,52.49,45.279,77.1776,35.948
CCCCCCN1CCN(CC1)C(CC2(O)O)CN2Cc3cn(nn3)Cc4ccc(Cl)cc4,MOL_02_004641,14284,477.0426,3.3964,4,2,10,33,0,1,4,80.89,69.195,132.2957,56.076
c1ccc(C)cc1C(O)Nc(ccc2)cc2-c(n3)cnc(c34)cccc4,MOL_02_002399,14286,341.4058,4.7798,3,2,4,26,0,1,4,58.04,55.502,103.0921,51.056
CC(C)(O)CCc1nc(CNC)cc(c12)n(CC)c(n2)-c3c(N)non3,MOL_02_009026,14287,359.4261,1.1729,6,2,7,26,0,0,3,127.91,58.919,97.4327,42.381
Cc(n1)cc(C(Cl)Cl)n(c12)nc(n2)C(O)NCc3c(Cl)cccc3,MOL_02_000206,14288,386.6636,3.0875,4,1,5,24,0,1,3,75.86,58.001,96.5655,43.31
COc(cc1)c(O)cc1CC2C(O)Nc(c23)cc(cc3)OC,MOL_02_008641,14289,301.3371,2.8792,4,3,4,22,0,2,3,70.95,51.668,84.3595,38.922
Cc(n1)oc(c1CN)NNCc2c(C)cccc2Cl,MOL_02_006375,14290,280.7533,1.791,2,2,5,19,0,0,2,76.11,42.613,77.115,34.44
o1cccc1CC(C)NC(O)(O)c2c(C)ccc(c2)-c(on3)cc3C,MOL_02_003142,14291,342.389,3.3759,5,2,6,25,0,1,3,91.66,58.585,90.716,43.344
c1ccccc1CN(C)C2CCN(CC2)Cc3c(N(O)O)cccc3,MOL_02_007718,14294,341.4473,1.1557,2,2,6,25,0,0,3,50.18,53.334,102.6547,45.855
OC(O)c1cccc(n1)-c(n2)cccc2C(O)O,MOL_02_007308,14296,248.2347,0.8836,6,4,3,18,0,0,2,106.7,51.334,61.084,30.334
c1ccn(c12)c(O)c(c(n2)C)C(O)(O)N3CCN(CC3)c4ccccc4,MOL_02_001033,14297,354.403,2.885,4,3,3,26,0,0,4,84.99,60.585,98.0345,45.427
c1ccc(OC)c(OC)c1CC2C(O)Nc(c23)ccc(c3)-c4cc(OC)c(O)cc4,MOL_02_000802,14301,407.459,4.3812,5,3,6,30,0,2,4,80.18,68.169,115.9589,54.318
NCC(C)c1ccc(cc1)-n2cnc(c23)cnc4c3cc(cc4)CCc5cccnc5,MOL_02_009559,14303,407.5102,4.2957,3,0,6,31,0,1,5,69.62,62.169,122.261,59.88
C1CCCCC1C(O)N(CC2)CCC2CCCCNC(O)N(C3)Cc(c34)cncc4,MOL_02_001113,14305,416.6,4.0539,3,2,9,30,0,2,4,71.86,58.666,121.2289,50.315
NC(O)c1c(C)nc(CN)cc1-c2ccc(cc2)OC,MOL_02_002705,14308,273.3303,0.5512,3,1,4,20,0,1,2,94.39,47.335,78.0048,36.685
ClC(Cl)(Cl)c(c1)ccc(c12)nc(C(O)O)c(n2)Nc(cc3OC)cc(OC)c3OC,MOL_02_002939,14318,474.7223,4.359,7,3,7,30,0,0,3,105.96,76.919,113.5916,52.095
COC(O)c(c1)ccc2c1nc(N)c(c23)nc(CCCC)n3CCCCCN,MOL_02_008329,14319,385.5031,3.0617,4,2,10,28,0,1,3,112.21,60.502,110.859,48.92
n1ccccc1C(C)NNC(O)c2ccc(C)cc2,MOL_02_007988,14320,257.3309,2.226,2,3,5,19,0,2,2,57.18,41.667,75.179,36.048
Cc1ccc(cc1)N(C(O)(O)N(C)C)CC(O)NCc2c(OCC)cccc2,MOL_02_008134,14322,389.4885,4.4945,4,3,10,28,0,1,2,88.43,65.751,111.1336,49.738
c1cc(C)ccc1CNc(cc2)c(N(O)O)cc2-c(on3)nc3-c4ccco4,MOL_02_003374,14326,378.3813,1.6581,6,3,6,28,0,0,4,107.79,66.336,102.9701,49.026
CCNC(O)Nc(cc1)ccc1CCc2cc(OC)c(OC)c(c2)OC,MOL_02_008293,14328,360.4473,4.2068,4,2,10,26,0,1,2,71.98,57.335,103.9801,46.552
c1cc(C)ccc1C(O)(O)c2c(C)cc(C)nc2NC,MOL_02_003874,14330,272.3422,2.9027,3,3,3,20,0,0,2,65.38,46.752,81.9564,37.169
COCc(cc1)ccc1C(O)N(CCCN)Cc2ccccn2,MOL_02_001373,14331,315.41,1.2493,3,1,9,23,0,1,2,71.61,50.334,92.0966,42.19
c1nccc(N)c1CC(C2)COc(c23)cc(cc3)OC,MOL_02_002928,14334,270.3263,2.2386,3,1,3,20,0,1,3,57.37,42.168,78.6059,36.395
CCCC(O)(O)N1CCN(CC1)CCN(C(O)c2ccc3)C(O)c4cccc3c24,MOL_02_000957,14335,401.4992,3.1024,4,4,6,29,0,2,4,90.64,66.584,112.6846,49.129
c1cc(Cl)cc(Cl)c1NC(O)(O)c(c2)ccc(OC)c2C(O)N3CCOCC3,MOL_02_003772,14339,429.2944,3.8134,5,4,6,28,0,1,3,94.42,70.307,108.964,48.52
c1cccc(N)c1NC(O)c2ccc(cc2)COc(cc3)ccc3C,MOL_02_007850,14348,334.4116,4.1892,2,3,6,25,0,1,3,67.51,54.835,102.7117,49.027
CCC(O)(O)Nc(ccc1)cc1-c(cc2)nn(c23)c(C)nn3,MOL_02_001238,14349,299.3278,2.3516,5,3,4,22,0,0,3,96.09,52.585,87.3033,38.037
NCC(C)c1ccc(cc1)-n2c(C)nc(c23)cnc4c3cc(cc4)CCc5cccnc5,MOL_02_010001,14351,421.5368,4.5565,3,0,6,32,0,1,5,69.62,63.836,127.176,61.715
Cc1cc(ccc1)-n(c2)ncc2OC(CCC)c3ccc(cc3)C(O)NCCC(O)O,MOL_02_008368,14352,425.5206,3.5711,5,3,11,31,0,2,3,99.77,71.334,120.608,55.558
Cc1cccc(c12)N(C(C)C2)C(O)Cc3nc(c(Cl)c(n3)O)N4CCOCC4,MOL_02_009802,14353,404.8905,3.99,5,2,4,28,0,2,4,81.95,62.946,106.1875,47.501
O1CCN(C1O)CCNC(O)c(c2C)oc(c23)c(C)cc(C)c3,MOL_02_005756,14356,320.3835,3.0579,4,2,5,23,0,2,3,78.1,52.168,85.4314,38.118
CCCCNC(O)C(NO)Cc1ccc(cc1)OCc2ccccc2,MOL_02_045685,14364,344.4479,3.6579,3,3,11,25,0,2,2,73.75,55.667,99.0152,45.915
OCCNc(nc1)ccc1Nc2c(C(O)C3CC3)cnc(c24)ccc(c4)-c(c5)cc(Cl)c(O)c5C,MOL_02_001618,14365,490.9813,4.8729,5,5,8,35,0,1,5,110.53,80.114,138.2124,64.052
n1cccn(c12)nc(NC(O)CC(C)(C)C)c2-c3ccc(Cl)cc3,MOL_02_006824,14366,344.8385,3.7336,3,2,5,24,0,1,3,62.97,53.029,98.4162,44.293
c1cc(C)ccc1Cn(nn2)cc2CN(C3)C(O)CC3N(CC4)CCN4Cc5c(Cl)cccc5,MOL_02_007939,14367,481.0328,4.2957,3,1,7,34,0,2,5,60.66,68.612,138.0647,61.023
c1ccccc1-c(c2)c(nn(c23)c(cn3)CCC(N)O)-c(cc4)ccc4C5(N)CCC5,MOL_02_009288,14368,413.5148,2.6773,3,1,6,31,0,1,5,102.98,65.752,122.7564,57.659
ClC(Cl)(Cl)c1cc(ccc1)Nc(nc2)ncc2C(O)NO,MOL_02_006173,14371,349.6003,2.6342,4,4,5,21,0,1,2,90.3,56.584,82.4916,37.672
COCCNC(O)c1cc(ccc1)Nc2nc(c3n(c24)nnn4)cccc3,MOL_02_006653,14375,365.3892,2.5783,6,2,7,27,0,1,4,110.01,60.835,100.6628,46.493
n1cn(C)cc1C(O)(O)NCc2ccc(cc2)-c(nn3)n4c(cccn5)c5Nc(c6c34)cccc6,MOL_02_009366,14379,466.4946,3.3378,6,3,5,35,0,0,6,125.94,78.753,130.2407,62.791
c1ccccc1CCCNC(O)CCc(o2)nnc2C(OC)c3ccccc3,MOL_02_001851,14392,381.4681,2.983,5,1,11,28,0,2,3,80.41,60.334,109.7648,50.053
C1COCCC1n(nc2)c(c23)nc(nc3O)C(C)N(C4)CC4Oc(n5)nc(C)cc5C,MOL_02_001691,14394,425.4842,1.0207,8,1,5,31,0,1,5,111.31,66.668,114.2643,49.3
CCN(CC)CC(O)NC(=N1)C=c(c2)c1cc(c23)=NC(=C3)NC(O)CN4CCCCC4,MOL_02_001473,14395,426.5551,2.7106,3,3,10,31,0,2,4,95.72,65.168,123.9465,50.925
o1cccc1-c2c(Cl)c(O)nc(n2)N,MOL_02_001740,14402,211.6051,1.8791,4,2,1,14,0,0,2,85.17,37.946,49.2173,23.782
C1CC(N)CCC1Nc(nc(c23)n(cn3)C(C)C)nc2NCc4ccc(cn4)-c5ccccc5,MOL_02_005755,14405,456.5859,3.7368,4,2,7,34,0,0,5,106.57,68.168,137.8549,61.372
c1cccc(OC)c1N(C(N2)O)CCC2c3ccc(cc3)N(O)O,MOL_02_000905,14406,331.3663,0.8645,4,3,4,24,0,2,3,88.43,58.334,91.3718,41.624
c1cccc(c12)ccc(c2)C(O)(O)C(C3)CCc(c34)nc(N)nc4N,MOL_02_004330,14407,336.3877,2.2361,3,4,2,25,0,1,4,118.28,58.752,98.3022,44.851
NC(O)c1ccc(cc1)CCCCN(CC2)CCC2Cc3ccccc3,MOL_02_003465,14416,352.513,4.5608,1,1,8,26,0,1,3,49.49,51.167,109.4464,49.372
CCCCNC(O)c(cc1)cc(c12)N(CC)C(O)CC2,MOL_02_005036,14417,278.3898,2.8001,2,2,6,20,0,2,2,55.73,43.167,82.4366,35.25
Nc1ncnc(c1C(O)NN)Nc(c2)ccc(c2C)OCc3ccccc3,MOL_02_003846,14419,366.417,2.3375,4,5,7,27,0,1,3,131.34,63.002,105.4882,49.223
c1cccc(OCC)c1CNC(NO)c2c(nc(C)cc2)OCc3c(Cl)cccc3,MOL_02_003622,14424,427.9238,4.7728,4,2,10,30,0,1,3,75.64,66.613,118.1097,55.886
COc(cc1)c(OC)cc1CC(O)CCCCC(O)N2CCN(CC2)c3ncccn3,MOL_02_003014,14429,430.5405,3.0093,6,2,11,31,0,2,3,91.18,67.834,121.255,52.447
CC(C)c(c1)ccc(O)c1C(O)c2cnn(c2)-c3ccccc3,MOL_02_003156,14430,308.3743,3.5204,3,2,4,23,0,1,3,58.28,52.001,91.8793,43.758
c1cccc(c1c23)n(CC)c2ccc(c3)CN(CC4)CCC45c6c(C(O)C5O)cccc6,MOL_02_006858,14431,426.55,4.4494,2,2,3,32,0,2,6,48.63,64.585,126.5131,59.616
CC(C)(C)c1ccc(cc1)C(O)Nc2nnn(n2)CC,MOL_02_006843,14434,275.3494,3.1209,4,2,5,20,0,1,2,75.86,44.584,82.0344,34.547
c1ccccc1NC(C)N(CC2CCCO2)Cc(c3)c(O)nc(c34)c(C)ccc4,MOL_02_007344,14437,391.506,4.8269,3,2,7,29,0,2,4,57.62,59.168,117.7593,53.444
c1cnccc1CNC(O)CCCCCN2CCN(CC2)c(cccc3)c3-c4ccc(cc4)OC,MOL_02_004279,14441,474.6376,4.4435,3,1,12,35,0,1,4,60.86,69.668,143.1681,64.866
c1cccc(Cl)c1CC(O)(O)Cc(o2)ccc2C(O)NCc3ccc(Cl)cc3,MOL_02_005339,14443,422.3017,4.2569,4,3,8,28,0,1,3,85.86,69.307,106.3413,51.631
C1COCCN1CCNC(O)c(c2)ccc(c23)C(C)(C)CCC3(C)C,MOL_02_004285,14444,346.5069,3.2836,2,1,5,25,0,1,3,44.73,48.834,102.9591,43.651
CCCNC(O)N(O)CC(O1)COc(c12)cccc2,MOL_02_002664,14445,268.3089,2.2748,4,2,6,19,0,2,2,74.19,45.5,69.8105,31.019
CC(C)C(CO)NCc1c(Cl)ccc(n1)-c2ccnn2C,MOL_02_001680,14446,308.8064,2.3324,3,1,6,21,0,1,2,62.97,46.945,84.7407,37.77
Cc1cc(no1)NC(O)CN(C2)CCn(c23)c(nn3)CC,MOL_02_002991,14448,292.3369,0.6268,5,2,5,21,0,1,3,92.24,46.501,79.2433,32.667
CN(C)CC(C)Oc1cccc(c12)ncnc2Nc(c3)ccc(c3C)OCc4cnccn4,MOL_02_006398,14451,444.5288,3.9471,6,1,9,33,0,1,4,85.29,69.169,127.9639,59.713
COc(c1)c(Cl)cc(c1C(C)C)Oc2c(N)nc(nc2)NC(O)N3CCN(C)CC3,MOL_02_001713,14453,436.9357,3.9095,5,3,7,30,0,1,3,109,67.946,120.1729,50.977
CN(C)CC(O)NCCOc(c1)ccc(C2O)c1C(C)(C)c(c2c34)oc3cccc4,MOL_02_004993,14454,410.506,3.3303,4,2,7,30,0,2,4,78.1,65.585,114.4464,52.877
c1ccccc1C(O)(O)NCC(CC2)CCC2C(O)NCCC3CCCCC3,MOL_02_005638,14455,390.5594,4.7579,3,3,9,28,0,1,3,84.75,59.249,112.7706,47.958
CN(C)CCNc(nnc1)n(c12)cnc2,MOL_02_001779,14457,206.2477,0.1625,3,1,4,15,0,0,2,58.87,31.834,59.6505,25.19
CCOc(cc1)ccc1C(O)COC(O)c2cc(O)nc(c23)cccc3,MOL_02_004243,14459,355.3844,3.1602,6,3,7,26,0,2,3,92.04,63.668,96.3702,46.087
NC(O)(O)c1c(OC)cc(N)c(c1)OC,MOL_02_008109,14460,214.2185,0.0137,4,3,3,15,0,0,1,110.96,42.918,55.5379,24.453
CCOC(O)c1c(CC(C)C)nc(nc1C)NNC(O)c(ccc2)c(c23)nc4c(c3O)cccc4,MOL_02_009382,14463,477.5554,4.2134,7,5,9,35,0,2,4,132.65,81.169,134.3162,61.344
NC(O)(O)c1ccc(cc1)NC(C)N2CCN(CC2)Cc(c3)ccc(c34)OCO4,MOL_02_005653,14464,400.4714,2.2097,4,3,6,29,0,1,4,103.45,65.418,112.2054,49.541
CC(C)CC(CO)NC(O)c1cc(C)c(cc1)OC,MOL_02_008763,14465,267.3639,2.5676,3,2,7,19,0,2,1,61.72,44,76.2246,33.475
c1cc(Cl)ccc1C(O)(O)Nc(c2C)cc(cn2)-c(cc3)nn(c34)cc(n4)NC(C)O,MOL_02_009773,14467,440.8828,2.9762,6,5,6,31,0,1,4,128.35,76.03,120.8795,54.919
c1ccc(Cl)cc1NC(O)CCc2ccc(cc2)OC,MOL_02_001155,14468,291.7726,4.0491,2,2,6,20,0,1,2,41.49,45.112,82.6287,38.557
C1CCCC1NC(O)CCc(n2C)nnc2CC(O)Nc(cc3)ccc3C,MOL_02_004578,14472,373.4924,2.484,4,3,9,27,0,2,3,95.23,58.167,107.2903,46.189
c1cccc(c12)n3c(n2)c(CN)c(-c(cc4)ccc4C(Cl)(Cl)Cl)cc3N(C5)CCC5NC,MOL_02_007598,14477,488.8399,4.9064,1,0,5,32,0,1,5,59.11,67.752,132.4833,60.97
c1ccccc1C(c2ccccc2)C(N)COc(cnc3)cc3CCc4ccncc4,MOL_02_009737,14478,409.5228,4.3991,3,0,9,31,0,1,4,61.03,63.001,124.0996,61.127
c1ncccc1N(C)C(C)CCc(cc2)ccc2C(O)Nc3c(N)cccc3,MOL_02_005489,14481,376.4946,3.8859,2,3,8,28,0,2,3,74.41,59.501,117.2528,53.993
c1ccccc1CC(O)(O)NCc2c(N)ncc(n2)C,MOL_02_004128,14482,274.3183,1.0557,4,3,5,20,0,0,2,104.29,49.418,76.9778,35.432
Cc1cc(ccc1)NC(O)Nc(cc2)ccc2-c(ccc3N)c(c34)CNC4O,MOL_02_006743,14485,376.4516,3.5404,2,5,5,28,0,2,4,102.57,63.002,114.773,52.79
c1ccnc(c12)c(ccc2C)OCC3CC(NO3)c4ccc(cc4)OC,MOL_02_006986,14491,350.411,3.4403,4,1,5,26,0,2,4,52.61,53.668,99.1398,47.225
c1cccc(C)c1C(O)Nc(ccc2)cc2C(O)OCc(n3)cc(O)n(c34)nc(c4)CC,MOL_02_002675,14495,434.4876,4.0376,6,4,8,32,0,2,4,112.66,75.002,123.0768,57.158
c1cccc(CN)c1C(O)(O)NCCN(CC23)CC(O3)CN(C2)CCOc(cc4)ccc4CN,MOL_02_008324,14497,471.5924,0.91,4,2,11,34,0,2,4,129.47,75.084,132.6688,58.232
c1cccc(c12)ccc(N)c2NNc3ccccc3,MOL_02_004841,14498,249.3104,3.2346,0,3,3,19,0,0,3,50.08,39.335,82.2608,39.033
COc(cc1)ccc1C(O)Nc(c(c2)OC)cc(c2C)OC,MOL_02_000350,14499,303.3529,3.3195,4,2,6,22,0,1,2,59.95,50.335,86.3251,39.696
C1CCCCN1C(O)CCNC(O)c2cc(OC)c(OC)c(c2)OC,MOL_02_008043,14501,354.4412,1.9506,5,2,9,25,0,2,2,83.42,56.834,95.3675,40.831
c1ncc(N)cc1CC(C2)COc(c23)cc(cc3)OC,MOL_02_007467,14502,270.3263,2.2386,3,1,3,20,0,1,3,57.37,42.168,78.6059,36.395
C1CCCCC1CCC(O)NNCc2ccc(cc2)N(O)O,MOL_02_001827,14507,309.4039,0.9403,3,5,8,22,0,1,2,87.99,51,86.7606,37.238
c1ccccc1C(O)(C2CCC2)C(O)CN3CCN(CC3)CCc4ccccc4,MOL_02_005281,14514,394.5497,3.8768,2,2,8,29,0,2,4,46.94,58.25,118.3754,52.905
c1cccc(OC)c1C(O)Nc2cc(ccc2)Oc3cc(O)ccc3,MOL_02_001681,14518,337.3692,4.1589,4,3,6,25,0,1,3,70.95,58.835,96.2924,47.115
CNC(O)COC(O)c1cc(-c2ccccc2)nn1-c3ccccc3,MOL_02_002833,14527,339.3883,2.6941,4,2,7,25,0,2,3,79.54,57.834,95.6392,45.746
c1ccccc1OCCCCOc(ccc2)cc2N(C3(C)C)C(N)NC(N)N3,MOL_02_000467,14529,385.5031,3.2646,2,0,8,28,0,2,3,97.8,58.917,111.5358,50.392
CCC(O)Nc(c1)ccc(c12)ncnc2Nc(c3)ccc(Cl)c3C,MOL_02_001936,14535,342.8227,4.7134,3,3,5,24,0,1,3,70.07,53.613,98.0849,45.123
c1ccc(OC)cc1CC(C2O)Nc(c23)cccc3,MOL_02_006716,14536,255.3117,2.9259,2,2,3,19,0,2,3,41.49,40.834,76.1944,35.813
Cn(n1)ccc1C(O)(O)NCc2ccc(cc2)-c(nn3)n4c(cccn5)c5Nc(c6c34)cccc6,MOL_02_009189,14538,466.4946,3.6063,6,3,5,35,0,0,6,125.94,78.753,132.384,62.791
c1cccc(c1C(O)O)CC(C2O)Cc(c23)cc(C)cc3,MOL_02_000736,14539,284.3496,3.1348,3,3,3,21,0,2,3,60.69,49.334,82.5091,38.769
c1cc(C)ccc1C(O)(O)n(c(n2)NC(C)O)c(c23)cccc3,MOL_02_003877,14540,313.3511,3.4044,4,4,4,23,0,1,3,90.54,56.418,87.3257,41.18
CN(C)c(nc1)ccc1-c(o2)nnc2-c3cc(Cl)ccc3,MOL_02_000472,14541,300.7429,3.272,4,0,3,21,0,0,3,55.05,46.613,83.6004,38.486
c1ccc(OC)cc1NC(O)c(cc2)cn(c23)c(c(n3)CC)N(CC)CCOC,MOL_02_000581,14542,398.4986,3.6753,4,2,10,29,0,1,3,71.78,61.835,114.9132,51.706
Cc1ccc(cc1)NC(O)CC(O)(O)Cc2c(C)oc(n2)-c3ccc(cc3)OC,MOL_02_002919,14543,398.4522,1.8257,6,4,8,29,0,1,3,107.98,69.752,107.1076,50.745
c1cncc(c12)C(O)N(C2O)C3CCCCC3,MOL_02_008053,14545,234.2942,1.6854,3,2,1,17,0,2,3,56.59,37.833,64.0716,28.202
c1cc(C)ccc1C(O)Nc2cn(c(n2)O)C(O)c3c(C)cccc3,MOL_02_000922,14546,339.3883,3.8256,4,4,5,25,0,2,3,90.54,60.168,96.0169,45.746
Cc(o1)ccc1C(O)CCc(cc2)ccc2C(O)NCCCNc3ccnc(c34)cc(C)cc4,MOL_02_008817,14547,459.5799,4.3489,4,3,11,34,0,2,4,90.55,73.002,134.0725,62.85
COc(cc1)ccc1CC(O)N2CCN(CC2)c3nccn3C,MOL_02_002371,14559,316.3981,1.6918,3,1,5,23,0,1,3,53.76,48.334,89.8979,40.102
n1ccccc1C(O)NCCCCCNC(O)c2ccccn2,MOL_02_003859,14561,316.3981,1.5398,4,2,10,23,0,2,2,90.3,52.5,87.7552,40.937
C1CCCc(c12)c(CCCC)nc(c2CN)NCCO,MOL_02_006067,14562,277.4051,2.9715,2,2,7,20,0,0,2,71.17,40.835,85.2821,35.195
CC(C)N1CCN(CC1)C(O)OC2CCN(CC2)c3cncc(n3)OC,MOL_02_001882,14563,365.4704,1.6566,5,1,6,26,0,1,3,74.19,54.333,101.502,41.298
CCN(CC)C(O)Cn(c(c12)cccc2)cc1C(O)(O)CC(O)Nc3ccc(Cl)cc3,MOL_02_001515,14564,447.955,2.4028,4,5,10,31,0,2,3,101.12,74.862,119.4498,55.566
C1CCCN1C(O)C(O)NNCc2cccc(c23)cccc3,MOL_02_002735,14565,301.3834,1.776,2,4,6,22,0,2,3,67.76,48.167,86.6753,39.454
O1CCOc(c12)ccc(c2)CN(CCO3)CC3Cn4cncn4,MOL_02_008382,14568,316.355,0.3359,5,0,4,23,0,1,4,61.64,47.334,87.8702,37.361
CCC(O)NCc(cc1)ccc1C(O)Nc(c(N)cc2)cc2-c3ccccc3,MOL_02_003628,14573,377.4794,3.466,2,4,8,28,0,2,3,90.54,62.668,115.3918,54.048
O1COc(c12)ccc(c2)Nc3ccnc(n3)Nc(c4)ccc(c45)cccc5,MOL_02_000532,14574,356.3773,4.8908,4,2,4,27,0,0,5,68.3,56.836,102.1713,50.435
CC(O)(O)c1ccc(cc1)-c(n2)nc(cc2C(Cl)(Cl)Cl)NCc3ccncc3,MOL_02_000521,14578,439.7229,3.4105,5,3,6,28,0,0,3,91.16,69.835,110.9552,51.662
o1cccc1CNc(c2)ccc(Cl)c2C3(C)COCC(N)N3,MOL_02_003904,14579,321.8019,1.6707,2,1,4,22,0,2,3,72.45,47.862,85.2589,39.226
CC(C)C(O)(O)C(C)C(O)NCc1c(cccc1)OCc2ccccc2,MOL_02_003364,14580,359.4593,3.0928,4,3,9,26,0,2,2,81.95,61.25,100.9458,47.036
COCc1nc(on1)CN(CC)C(O)CCNC(O)c2c(Cl)cccc2,MOL_02_001842,14585,384.8578,1.2439,6,2,11,26,0,2,2,103.88,62.445,98.099,42.922
NC(O)c1ccc(cc1)Oc2cccc(c23)cccc3,MOL_02_008411,14586,265.3065,3.0648,2,1,3,20,0,1,3,55.48,45.168,78.2523,39.44
