DrugGEN_MOL_ID,SMILES,DEEPScreen_Confidence_Score
MOL_02_005370,CC[NH2+][C@H]([O-])c1nnn(Cc2ccccc2)c1OC,0.194
MOL_02_004372,Cc1ccc(C(O)(O)N2CCOCC2)cc1N[C@H](O)COc1cccc(Oc2ccccc2)c1,0.194
MOL_02_005880,CO[C@@]12[C@@H](CO[C@H](N)O)[C@@H]3[C@@H](O)[C@@H]([NH3+])[C@@H](CO)[C@@H](O)[C@H]3N1C[C@@H]1[NH2+][C@@H]12,0.194
MOL_02_002277,COc1ccc([C@@H]2CC[C@@H](O)N([C@H](c3ccc4c(c3)OCO4)[C@H](O)NC(O)(O)c3ccc(C(C)C)cc3)N2)c(OC)c1,0.194
MOL_02_007585,Cc1cc(C)cc(N2[C@@H]([O-])[N@@H+](C)[C@@]3(CN([C@H](O)c4ccc5ncccc5c4)C[C@H]3c3ccc(C[NH3+])cc3)[C@H]2O)c1,0.194
MOL_02_005276,O[C@@H]1Nc2ccc(C(O)(O)N3CCOCC3)cc2[C@H]1NNc1ccccc1N(O)O,0.194
MOL_02_000276,c1ccc2c(c1)Cc1cnccc1N2,0.194
MOL_02_006111,O[C@H](c1cccc2cccnc12)N1CCOCC1,0.194
MOL_02_001670,CCc1cccc2c(-c3ccccc3)nc(CC[C@H](O)Nc3ccccc3)nc12,0.194
MOL_02_004544,Cc1ccc(C[C@H](Cn2cc[nH+]c2)c2ccccc2C)c(C)c1,0.194
MOL_02_002256,[NH3+][C@H](Cc1ccc(Cl)cc1)C(O)O,0.194
MOL_02_001950,CC[C@@]1(c2ccccc2)[C@@H](O)[NH2+][C@@H]([O-])[N@H+]1C,0.194
MOL_02_005191,O[C@H](Cn1c[nH+]c(N2CCCC2)c1N(O)O)c1ccccc1,0.194
MOL_02_002406,Cc1cccc(CO[C@H](O)[C@H](C)[NH2+][C@H](O)c2ccco2)c1,0.194
MOL_02_012739,Nc1ncccc1-c1cncn1-c1ccccc1C[NH3+],0.194
MOL_02_004878,CC(C)(C)O[C@H](O)N1C[C@H]2C[C@@H]1[C@H](Oc1ncnc(Nc3ccc(C(C)(O)O)cc3Cl)c1N(O)O)C2,0.194
MOL_02_003797,OC[C@H](O)c1cccc(-c2ccc(Oc3ccc(C(Cl)(Cl)Cl)cn3)cc2)n1,0.194
MOL_02_003249,Cc1nnc(-c2ccc([C@H](O)c3ccccc3)cc2)n1-c1ccc(OC(Cl)(Cl)Cl)cc1,0.194
MOL_02_001075,Cc1ccc(-c2c(CO[C@H](C)O)oc(CC(C)C)c2C[NH3+])cc1,0.194
MOL_02_001980,CC(O)(O)c1ccc(CNc2nccn3c(-c4ccc(O)cc4)cnc23)cc1,0.194
MOL_02_007220,CCc1noc(C)c1[C@H]([O-])[NH+]1CCN(C(O)(O)c2c(C)cc(C)cc2C)CC1,0.194
MOL_02_002414,CO[C@H](O)c1cccc(Oc2nc[nH]c(=O)c2[C@@H]2C[C@@H](C)NN2C)c1,0.194
MOL_02_002288,CCc1ccc(C[NH3+])cc1-c1[nH+]c2c(n1C(C)C)[C@@H](c1ccc(C)cc1)N(c1cc(C)ccc1C)[C@H]2O,0.194
MOL_02_008966,[O-][C@H](c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1)[N@@H+]1CCC[C@H]1CN1CCCC1,0.194
MOL_02_005221,COc1cc([C@@H]2C[C@@H](Cc3ccccc3)[C@@H](O)N2c2cccc(N[C@H](C)O)c2)cc(OC)c1OC,0.194
MOL_02_001906,Cc1cc(Cl)cc(C)c1Nc1ccc(Cl)cc1CC(O)O,0.194
MOL_02_005159,CO[C@H](O)Nc1noc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc12,0.194
MOL_02_008788,[NH3+]CCC1(n2cc([C@H]([NH3+])O)c(Nc3ccccc3)n2)CC[NH+]([C@H]([O-])c2ccc(N3CCOCC3)cc2)CC1,0.194
MOL_02_008173,CCCCCC[C@H]1[C@H](C[C@H](CCCCc2ccc(Cl)cc2)O[C@H](O)[C@H](CC(C)C)NCO)O[C@@H]1O,0.194
MOL_02_009010,C[C@@H]1Cc2ccccc2N1[C@H](O)Cc1nc(N2CCOCC2)c(Cl)c(=O)[nH]1,0.194
MOL_02_002572,N[C@H](O)c1cccc([C@@H]2C[C@H]3CC[C@@H](C2)[N@H+]3CC[N@@H+](CC2CCCC2)[C@H]([O-])CO)c1,0.194
MOL_02_007813,[NH3+][C@@H]1C[C@@H]2C[C@H]1c1c2cccc1C(Cl)(Cl)Cl,0.194
MOL_02_001154,CC[NH+]1CCN(c2nc(C)nc3c2cnn3CCc2ccccc2)CC1,0.194
MOL_02_001241,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CNC(O)(O)N[C@H](O)CCCC[C@@H]2CC[C@@H]3[NH2+][C@@H]([O-])[NH2+][C@H]23)[C@@H](O)[C@H]1N,0.194
MOL_02_006633,Cc1ccc(C(O)(O)c2ccc([C@H](C)NC(O)(O)C(Cl)(Cl)Cl)cc2)c(C(O)(O)c2c(Cl)cccc2NC2CC2)c1,0.194
MOL_02_002898,CCc1c([C@H](O)[C@H]([NH3+])O)c2c(OC[C@H](O)OC)cccn2c1CCCc1ccccc1,0.194
MOL_02_009849,O=c1cc(N2CCOCC2)nc(C[C@H](O)[NH+]2Cc3ccccc3C2)[nH]1,0.194
MOL_02_017106,Nc1ncccc1-c1cncn1[C@@H]1CC[N@H+]2CCC[C@@H]12,0.194
MOL_02_006567,Nc1ncc(-c2ccncc2)cc1-c1ccc([C@H]([O-])[NH2+][C@H](CO)c2ccccc2)c(Cl)c1,0.194
MOL_02_008289,O[C@H](CC1CC[NH2+]CC1)[NH2+]C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,0.194
MOL_02_007634,O=c1[nH]c2cc([C@H](O)Nc3ccc(Cl)cc3Cl)ccc2n1Cc1ccc(Cl)cc1,0.194
MOL_02_008271,CCO[C@H](O)Nc1cc2ncc(CN(C)c3ccc([C@H](O)OC)cc3)nc2c(N)n1,0.194
MOL_02_001438,CCOc1c(OCC2CCC2)c2cc(Cl)ccc2[nH]c1=O,0.194
MOL_02_004530,[O-][C@@H]1CCC[N@H+]1C[C@@H](O)CC(O)(O)Cc1ccccc1,0.194
MOL_02_009034,Cc1ccc([C@@H]2CC[NH2+]C[C@H]2N[C@H](O)c2ccc(-c3c(Cl)cnn3C)o2)cc1,0.194
MOL_02_008877,COc1ccccc1[C@@H]1C[C@@H](C)NN1[C@H](O)C[NH+](C(C)C)C(C)C,0.194
MOL_02_004821,COc1ccc(-c2noc(CC(O)O)n2)cc1,0.194
MOL_02_007721,Cc1cccc2c([C@@H]3OC[C@@H](O)[C@@H](O)[C@H]3O)cn(Cc3ccc(C4CC4)cc3)c12,0.194
MOL_02_003175,Cc1ccc(NN[C@H]2[C@H](O)OC(C)(C)O[C@@H]2O)c(C)c1,0.194
MOL_02_007464,Cn1ncc2c(NCCO)nc(NCC[NH+](C)C)nc21,0.194
MOL_02_032985,[NH3+]Cc1ncn(-c2cc(C[NH3+])c3ccccc3n2)c1C[NH3+],0.194
MOL_02_005416,CCN(Cc1ccc(C(O)(O)c2ccccc2)cc1)c1ccc2c3c(cccc13)[C@@H](N)[NH2+]2,0.194
MOL_02_003023,COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(N[C@H](O)Nc3ccc(C)cc3)c2)cc1C(O)O,0.194
MOL_02_007968,Cc1ccc(N[C@H](O)C[C@H](C)NN[C@H](O)c2cnccn2)cc1C(Cl)(Cl)Cl,0.194
MOL_02_007916,CCOn1cc(C[C@@]2(O)[C@@H](O)O[C@@H]3[C@@H](O)CO[C@@]32O)c2ccccc21,0.194
MOL_02_003509,Cc1cc2c(N[C@H](O)[NH2+][C@@H]3CC(C)(C)Oc4cc(Cl)ccc43)cccc2cn1,0.194
MOL_02_024378,[NH3+][C@@H]1NCN(CCCCO)n2c(-c3ccncc3)ccc21,0.194
MOL_02_009289,Cc1ccc(C[C@H]([NH3+])[C@H]([O-])[NH+]2CCN(c3ncnc4ccccc34)CC2)cc1C,0.194
MOL_02_000664,Cc1ccc2ccc([C@H](Nc3ncccn3)c3ccccc3Cl)c(O)c2n1,0.194
MOL_02_001912,CC[NH2+]Cc1ccc(C)c(CN(C2CC2)[C@H](O)[C@@H]2C[NH2+]C[C@@H](O)N2c2ccc(OCCOc3c(C)cc(C)cc3C)nc2)c1,0.194
MOL_02_000262,Cc1ccc([C@@]2(O)CCN([C@H](O)[C@H]([NH2+][C@H](O)NCc3ccccc3)C(C)C)CC2(C)C)cc1,0.194
MOL_02_002662,CC(O)(O)[C@@](C)(CCc1ccc(OCc2nc(-c3cc(Cl)cc(Cl)c3)no2)cc1)[C@H](O)[NH2+][O-],0.194
MOL_02_001334,C[C@@H]1C[C@@H](Cc2ccc(OC[C@@](O)(Cn3cncn3)c3ccc(Cl)cc3Cl)cc2)[C@@H](O)[NH2+]1,0.194
MOL_02_004472,[NH3+][C@H](NNCc1c(O)cc(O)cc1O)c1ccncc1,0.194
MOL_02_004641,CCCCCCN1CC[NH+]([C@@H]2CN(Cc3cn(Cc4ccc(Cl)cc4)nn3)C(O)(O)C2)CC1,0.194
MOL_02_008725,COc1ccc(OC)c([C@H](O)N[C@H](C[C@H]([NH3+])O)c2ccc(NCc3ccc(Cl)c(Cl)c3)c(N(O)O)c2)c1,0.194
MOL_02_002095,C[NH2+][C@H](O)[C@H](N[C@H](O)[C@H](CC(C)C)[C@H](NC(O)(O)c1ccc2c(c1)C[C@@H](O)N2)[C@H](O)NO)C(C)(C)C,0.194
MOL_02_001269,O=c1[n-]n(CC2CC2)nc1[C@H](O)Nc1cccc(C(Cl)(Cl)Cl)c1,0.194
MOL_02_005952,OC[C@@H]1C[N@H+](Cc2ccc3c(c2)OCO3)C[C@@H](n2cnc3c(NCc4ccco4)ncnc32)O1,0.194
MOL_02_006219,COc1ccc2c(c1)[C@@H](O)c1c-2c(CCc2ccc(N(O)O)o2)nc2ccc(Cl)cc12,0.194
MOL_02_002875,CCN(CC1CC1)c1nc(C)[nH+]c(Nc2c(C)cc(C)cc2C)c1C,0.194
MOL_02_003003,Cc1ccccc1N[C@@H]1C[C@@H](O)CC(C)(C)C1,0.194
MOL_02_008038,Cc1ccc(C[C@@]2(Cn3cc[nH+]c3)OCc3ccccc32)cc1,0.194
MOL_02_007650,COc1ccccc1N[C@H](O)C[N@@H+](Cc1ccco1)[C@H]([O-])c1ccc(C)nc1,0.194
MOL_02_003224,COc1ccc2nnc3c(C)nc(-c4cc(C)ccc4C)n3c2c1,0.194
MOL_02_007164,CC[N@H+]1CC[C@@H](c2ccccc2)[C@@H]([C@H](O)OC)C1,0.194
MOL_02_001944,[NH3+][C@H](O)c1cccc(-c2cccc(Nc3nccc(C(Cl)(Cl)Cl)n3)c2)c1,0.194
MOL_02_009436,[NH3+]C1(c2ccc(-c3nc4c5ccc(Cl)cc5nn4cc3-c3ccccc3)cc2)CCC1,0.194
MOL_02_006266,COc1ccc(C[NH+]2CCC(CC[C@H](O)c3ccc4c(c3)CCN4)CC2)cc1,0.194
MOL_02_002761,C[NH2+][C@H](NC(O)(O)N1CCC(Cl)(Cl)CC1)N1C[C@@H](c2ccccc2)[C@@H](c2ccc(C)cc2)N1,0.194
MOL_02_007942,Cc1ccc(N[C@@H]2C[C@@H](O)c3ccccc3[C@H]2O)cc1,0.194
MOL_02_000612,C[NH2+][C@H](O)c1ccc(CC[C@H](O)[NH2+]C[C@H](O)N(C)c2ccc(C)c(COc3cccc4ncc(C)nc34)c2C)cc1,0.194
MOL_02_005823,COc1cc2c(cc1OC)CN([C@H](O)[N@@H+]1[C@H]3CC[C@@H]1[C@@H]([C@H](O)OC)[C@@H](c1c(C)noc1C)C3)CC2,0.194
MOL_02_000571,O[C@H]([C@@H]1COC[C@@H]2C[N@H+](CC3CCCC3)C[C@@H]21)N1CCOCC1,0.194
MOL_02_008706,COc1cccc(C(O)(O)Nc2ccc3c(c2)[C@H]2C[C@@H](C[C@H](O)OC)O[C@@H](CO)[C@H]2O3)c1,0.194
MOL_02_037411,[NH3+]C[C@H](c1nnc2n1CCCCC2)[C@H](O)C[NH+]1CCN(c2ccccn2)CC1,0.194
MOL_02_019670,Cc1cccc(-c2cnn3ccc([C@H](O)Nc4ccccc4N4CC[NH+](CCN[C@@H](N)[NH3+])CC4)nc23)c1,0.194
MOL_02_001212,OC(O)C[N@@H+](Cc1ccccc1)Cc1ccc(C(O)O)c(C(O)O)c1,0.194
MOL_02_001911,ON(O)c1ccc2c(c1)c(OCc1ccccc1)nn2CCCCCC[NH+]1CCCCC1,0.194
MOL_02_005354,O=c1[nH]c2ccccc2n1[C@@H]1CC[N@@H+]2[C@H](CCC[C@H]2c2ccccc2)C1,0.194
MOL_02_001162,[NH3+]Cc1cc(Cl)cc([C@H](O)Nc2ccccc2Cl)c1,0.194
MOL_02_008245,Cc1ccc(-n2nc([C@H](O)NCC[NH+](C)C)nc2-c2ccc(C)cc2C)cc1,0.194
MOL_02_003133,CCc1[nH+]c(N)nc(N)c1CC[C@H](C)c1cc(OC)c(OC)c(OC)c1,0.194
MOL_02_003841,Cc1c(C[N@H+]2CC[C@@]3(CCC[N@H+](Cc4ccc(C(C)C)cc4)[C@H]3[O-])C2)cnn1C,0.194
MOL_02_045639,COc1ccc2ncc(Cl)c([C@H](O)[C@H](O)[C@@H]3CC[C@@H](NCc4ccc5c([nH+]4)N[C@@H](O)CC5)CO3)c2n1,0.194
MOL_02_006780,CO[C@@H]1[C@@H]([NH3+])C[C@H]2O[C@]1(C)n1c3ccc(O)c(O)c3c3c4c(c5c6ccccc6n2c5c31)[C@@H](O)[NH2+][C@H]4[O-],0.194
MOL_02_003964,CO[C@@H]1O[C@@H](CO)[C@@H](C[C@@H]2O[C@@H](CO)[C@@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O,0.194
MOL_02_007711,CONCc1cc(-c2cc3c(c(OC)c2)OCC[N@@H+]([C@H](O)C2CC2)C3)ccc1OC,0.194
MOL_02_008973,[NH3+]Cc1cnc2cnc(NCC[NH+]3CCOCC3)cc2c1Nc1ccc([C@H](O)c2ccccc2)cc1,0.194
MOL_02_000161,[NH3+]C[C@@H]1C[C@@H]([NH2+]CC(Cl)(Cl)Cl)CC[C@H]1n1cc([C@H]([NH3+])[O-])c(Nc2ccnc(Cl)c2)n1,0.194
MOL_02_000021,COc1ccc(Cl)cc1-c1cc(N[C@H](O)[C@@H]2CCC[NH2+]C2)ncn1,0.194
MOL_02_004263,CCc1ccc(CN2C(=O)C=C([C@H]([O-])[NH2+]Cc3ccc(C)c(C)c3)[C@H]2C)cc1,0.194
MOL_02_022209,Cc1cc(N2CCC([NH2+][C@H](O)NCc3nnc4n3CCCCC4)CC2)nc(C)[nH+]1,0.194
MOL_02_007081,O[C@@H]1c2ccccc2[C@@H](O)c2c1nc(-c1ccco1)n2CCN1CCOCC1,0.194
MOL_02_000547,Cc1cccc2cc(C[C@@H]3C[C@@H](C)[N@H+](CC(O)O)[C@H]3[O-])c3nnnn3c12,0.194
MOL_02_000981,NNNc1nc2c(=O)[nH]c(N)nc2n1[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,0.194
MOL_02_000160,CN[C@H](O)c1nc(Cc2ccc(Cl)cc2)[nH]c(=O)c1O,0.194
MOL_02_004198,[NH3+]Cc1nc(CCc2ccccc2)oc1NCCC[NH+]1CCOCC1,0.194
MOL_02_009760,Cc1cc(-c2cc(=O)[nH]c(C[C@H](O)N3CCc4c(Cl)cccc43)n2)ccn1,0.194
MOL_02_002766,COc1ccnc(Nc2ccc(C)c(Oc3ccccc3C)c2)n1,0.194
MOL_02_007882,CN[C@@](C)(O)c1ccc(-c2cnc(N)c([C@H](O)Nc3ccccc3)n2)cc1,0.194
MOL_02_006619,CCOc1ccc2c(NNCc3cc(OC)c(OC)c(OC)c3)cc(C)[nH+]c2c1,0.194
MOL_02_006075,C[C@@H]1C[C@@H](Cc2ccc3c(c2)N(Cc2ccc(C(Cl)(Cl)Cl)cc2)[C@@H](O)CO3)[C@@H](O)[NH2+]1,0.194
MOL_02_005693,COc1ccc2oc3c(N4CC[NH+](C)CC4)nc(N)nc3c2c1,0.194
MOL_02_003490,Cc1ccc(O)c(-n2cc([C@H](O)c3ccc(C(C)C)cc3)nn2)c1,0.194
MOL_02_003981,Oc1ccc([C@H](O)CC(O)(O)C(Cl)(Cl)Cl)cc1,0.194
MOL_02_004028,C[C@@H]1C[N@@H+]([C@H](C)CO)[C@@H]([O-])c2cc(N[C@H](O)CCN3CCOCC3)ccc2O[C@H]1CN(C)[C@H](O)Nc1ccccc1,0.194
MOL_02_007498,Cc1cc(N(O)O)cc(NNc2c(C(O)(O)O)cc3cc(C(O)(O)O)cc(N)c3c2O)c1O,0.194
MOL_02_006331,[NH3+][C@H]([O-])c1cccc2c1[C@@H]([O-])[N@H+](CCO)C2,0.194
MOL_02_004310,COc1ccc(-n2nc(OC(C)C)c(Oc3c(Cl)cccc3Cl)c2C)nc1,0.194
MOL_02_006080,Cc1ccc(-c2cc3c(N[C@H](C)O)c([C@H](C)O)c(=O)[nH]c3nc2-c2ccc(C)cc2C)cc1,0.194
MOL_02_001783,Cc1ccc2c(Nc3ccc(Nc4nc(NCc5ccccc5)nc(Nc5ccccc5)n4)cc3)cc[nH+]c2c1,0.194
MOL_02_002997,CC(C)(C)[C@@H]1CCC2(OCCO2)[C@@](O)(CCCO)C1,0.194
MOL_02_018026,C[C@@H]1C[C@@H](O)c2ncnc(N3CC[NH+]([C@H]([O-])[C@H](C[NH2+]CC4CC4)c4ccc(C(Cl)(Cl)Cl)cc4)CC3)c21,0.194
MOL_02_000546,CN1c2ccccc2[C@@H](c2ccccc2)N[C@@H]([NH2+][C@H](O)Nc2ccc(C(O)O)cc2)[C@H]1O,0.194
MOL_02_009247,O=c1cc(N2CCOCC2)nc(C[C@H](O)Nc2ccccc2OCc2cccnc2)[nH]1,0.194
MOL_02_045803,Cc1cccc(N[C@H](O)[NH2+][C@@H]2N[C@@H](c3cccnc3)c3ccccc3N(C)[C@H]2O)c1,0.194
MOL_02_006977,Cc1ccc2c(c1)OCCC[C@H]2[NH2+]Cc1nccn1CC(C)C,0.194
MOL_01_027371,[NH3+]Cc1cccc([C@H]2CCN(c3ccc(-c4ccncc4)cc3)[C@@H]2[NH3+])c1,0.194
MOL_02_003261,C[NH2+][C@H]([O-])[C@@]1(C(Cl)(Cl)Cl)C[C@@H](CCC2CCCCC2)CCCO1,0.194
MOL_02_045766,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)cc4)cn3CC[NH+]3CCCC3)CC2)c1[C@H]([NH3+])[O-],0.194
MOL_02_007285,C[C@@]12CC[C@H]3c4ccc(O)c(Cl)c4CC[C@@H]3[C@@H]1C[C@H](Cl)[C@H]2O,0.194
MOL_02_034296,O[C@H]([NH2+]CCc1cccnc1)C1CCN(c2nnc3ccccn23)CC1,0.194
MOL_02_001111,Cc1ccc(CC[NH2+]CCN[C@@H]2C[NH2+]C[C@H]2Cc2cc(C)cc(N)[nH+]2)cc1,0.194
MOL_02_005329,O[C@H](NN[C@H](O)c1occ(-c2ccccc2)c1-c1ccccc1)c1ccccc1,0.194
MOL_02_002819,COc1ccc([C@@H]2C[C@@H](c3ccc4c(c3)OCO4)N([C@H](O)c3cc(OC)c(OC)c(OC)c3)N2)cc1,0.194
MOL_02_045614,Nc1nc(NNCC2CCCCC2)nc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,0.194
MOL_02_005232,CCCCCN1[C@@H](O)c2cc(OC)ccc2[C@@]2([C@H](O)OCC)Cc3cc(OC)ccc3[C@@H]12,0.194
MOL_02_001307,COc1ccc([C@@H]2C[C@@H](c3ccccc3C)N(c3cccc(C)c3)N2)cc1,0.194
MOL_01_026680,Nc1ccc(NC(=[NH2+])CC[n+]2c(N)c3cccn3c3ccccc32)c(N)c1,0.194
MOL_02_031237,CCc1nc2n(n1)CCC[C@H]2N[C@H](O)c1cc(N2CCN[C@@H](O)C2)cc[nH+]1,0.194
MOL_02_005642,CC[N@@H+]([C@@H]1Cc2ccc(CC(C)(C)C(O)O)cc2C1)[C@H](O)Nc1ccc(OC(Cl)(Cl)Cl)c(C)c1,0.167
MOL_02_006048,CO[C@H](O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,0.167
MOL_01_029844,CCc1cc(N[C@H]([NH3+])c2ccc(-c3ccccc3)cc2)c([C@@H](N)[NH3+])cc1CC,0.167
MOL_02_006863,Cc1ccc(-c2c(-c3nc(C)n4ncnc(N5CC(Cl)(Cl)C5)c34)cnn2C)cc1,0.167
MOL_02_004950,Cc1ccc2c(c1)c(CC(O)O)c1n2C[C@@](N[C@H](O)c2c(C)cc(-n3cnnc3)cc2C)(c2ccccc2)CC1,0.167
MOL_02_007794,Cc1ccc(OCc2ccc([C@H](O)Nc3ccc([NH2+][C@H](C)O)cc3)o2)c(C)c1,0.167
MOL_02_010056,Cc1ccc([C@@H]2CC[NH2+]C[C@H]2N[C@H](O)c2cc(Cl)c(-c3ccnn3C)o2)cc1,0.167
MOL_02_007530,COc1ccccc1CN[C@H](O)c1ccc2c(Cl)nccc2n1,0.167
MOL_02_002018,COc1cc(Cc2nc(CCc3ccc(N(O)O)cc3)[nH]c(=O)c2Cl)cc(OC)c1,0.167
MOL_02_007550,COc1ccc2c(c1)NC1(CC[NH+]([C@H]([O-])c3ccc(C[NH3+])c(OC)c3)CC1)c1cccn1-2,0.167
MOL_02_000721,CC[C@H](Cc1ccc([C@H](O)NCc2ccc(C(Cl)(Cl)Cl)cc2)cc1)C(O)O,0.167
MOL_01_027206,CNc1cccc2cc([C@H]([NH3+])C[C@](N)([NH3+])c3ccc(C(C)(C)C)cc3)c(N)nc12,0.167
MOL_02_023123,CN(Cc1[nH+]ccn1Cc1ccccc1)c1nc2c(cc1C[NH3+])CCCC2,0.167
MOL_02_033002,[NH3+]Cc1ncn(-c2cnc3ccccc3n2)c1C[NH3+],0.167
MOL_02_005074,Cc1ccccc1CN[C@H]([NH3+])N[C@@H](N)[NH3+],0.167
MOL_02_000387,Cc1ccc2c(c1)[C@@H](c1ccccc1)NC[C@@H]1[NH2+][C@@H](C[NH2+]CCO)[C@@H](O)N21,0.167
MOL_02_007659,C[NH2+]C(C)(C)C[C@@H]1C[C@@H](C)[C@H]2CC[C@@H](C)[C@@]3([NH2+]C)CC[C@@H](O)[C@H]1[C@H]23,0.167
MOL_02_031139,COc1ccc([C@H](N[C@H](O)c2ccc3cnccc3c2)C2CC[NH2+]CC2)cc1Cl,0.167
MOL_02_007172,CCc1cc(CC)n2nc(-c3ccc(OC)cc3)c(C[C@H](O)[N@H+](C)C(C)(C)C)c2n1,0.167
MOL_02_000332,Cc1ccc([C@H](O)N(C)[C@@H]2c3ccccc3CC[C@H]2[NH+](C)C)cc1C,0.167
MOL_02_002094,CCOc1cccc(-c2ccc3c(c2)[C@]2(CO[C@@H]([NH3+])N2)C2(COC2)C(C)(C)O3)c1,0.167
MOL_02_001773,CC[C@H](O)N(c1cccc(N(O)O)c1)C1CC[NH+](CCc2ccccc2)CC1,0.167
MOL_02_008591,CCc1c2cc(O)ccc2nn1-c1ccc(O)cc1,0.167
MOL_02_000631,Cc1cc(C)n([C@H](C)C[C@H](O)[NH2+]Cc2ccc(N(C)C)cc2)n1,0.167
MOL_02_002169,C[C@@H]1O[C@@H](O)N2C[C@@H](c3nc(-c4ccc([C@H](O)Nc5cc(C(Cl)(Cl)Cl)ccn5)cc4)c4c(N)nccn34)CC[C@@H]12,0.167
MOL_02_007319,COc1ccc2c(c1)[C@]1([NH3+])CCCC[C@@H]1CC2,0.167
MOL_02_001085,O[C@@H]1Cc2cc(-c3cccc4c3oc3ccccc34)ccc2[C@@H](O)N1O,0.167
MOL_02_007548,NC(O)(O)CCn1cc([C@H](O)c2ccn3c2CC[C@H]3c2cccnc2)c2ccc(-c3ccc(Cl)cc3)cc21,0.167
MOL_02_001854,Cc1nn(-c2ccc(Cl)cc2)c(O)c1[C@H](c1ccc(Cl)cc1)c1c(O)ccc2ccccc12,0.167
MOL_02_009111,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCCCC3)CC2)c1-c1ccccc1Cl,0.167
MOL_02_008679,CCOC(O)(OCC)Oc1ccc(C)cc1[C@H](O)Nc1cccc(C(Cl)(Cl)Cl)c1,0.167
MOL_02_000043,Cc1ccc([C@H]([O-])[NH2+]CC[C@@H]2CCN(CC(c3ccccc3)c3ccccc3)[C@@H](O)[C@@H](CC[NH+](C(C)C)C(C)C)[NH2+]2)cc1C,0.167
MOL_02_002176,[NH3+]Cc1c(-c2cccc(CN3CC[NH2+]CC3)c2)cc(-c2ccc(Cl)cc2O)nc1N[C@H](O)c1ccco1,0.167
MOL_02_009430,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CC3(CCOCC3)c3ccccc32)[nH]1,0.167
MOL_02_008492,Cc1ccc(CN2c3ccccc3[C@@H](O)N(Cc3ccccc3)C2(O)O)cc1,0.167
MOL_02_003117,CCN[C@@H](Cc1cc(C)c(C)cc1C)[NH2+]CC,0.167
MOL_02_008053,[O-][C@@H]1c2ccncc2[C@@H]([O-])[N@@H+]1C1CCCCC1,0.167
MOL_02_003159,ON(O)c1cccc(OC[C@@H]2C[C@H]3CC[N@@H+]2CC3)c1,0.167
MOL_02_000592,Cc1ccc(Nc2nn([C@@H]3COCC[C@H]3C[NH3+])cc2[C@H]([NH3+])[O-])cc1,0.167
MOL_02_004363,OCC[C@@]1(c2ccccc2)CCN(c2cccc(-c3ccc(Cl)cc3Cl)c2)[C@@H](O)O1,0.167
MOL_02_008896,C[C@H](O)O[C@H](c1ccccc1)[C@H](O)Nc1cccc2c1[C@@H](O)[C@@H](O)[NH2+][C@H]2[O-],0.167
MOL_02_002501,Cc1ncccc1-c1ccc(-c2[nH+]c3ccccc3c(C(O)O)c2C)cc1,0.167
MOL_02_008843,CCOc1ccc(N[C@H](O)C[N@@H+](C)[C@H]([O-])c2c(-c3c(C)cccc3Cl)noc2C)cc1OCC,0.167
MOL_02_001804,COc1ccc([C@@H]2[C@@H](C)[C@@H]([NH2+]CCCN3CCN(c4cc(C)ccc4C)CC3)NC2(O)O)cc1,0.167
MOL_02_002081,C[C@H](O)O[C@@H]1[C@@H](O)N(c2ccccc2)[C@H]1c1cc2ccccc2c2ccccc12,0.167
MOL_02_009412,Cn1ncc(Cl)c1-c1ccc([C@H](O)N[C@@H]2C[NH2+]CC[C@H]2c2ccc(Cl)c(Cl)c2)cn1,0.167
MOL_02_007121,c1ccc(-n2c(Cn3cc[nH+]c3)cc3ccccc32)cc1,0.167
MOL_02_006469,C[C@H](O)OC[C@@H]1O[C@@H](C[NH2+]Cc2ccc(C(N)(O)O)cc2)[C@@H](O[C@H](C)O)[C@@H](O[C@H](C)O)[C@H]1O[C@H](C)O,0.167
MOL_02_001344,CCC(CC)Nc1cc(-c2ccc(C)cc2)nn1C,0.167
MOL_02_004619,CCCC[NH2+]C[C@H](O)c1cc(-c2cccc(C(Cl)(Cl)Cl)c2)nc(C(Cl)(Cl)Cl)c1,0.167
MOL_02_002244,Cc1ccc2c(NCCC[NH2+]Cc3cnccc3C)cc[nH+]c2c1,0.167
MOL_02_033532,[O-][C@@H]1[NH2+]CC[N@H+]1CCNc1ccc2ncc(-c3ccccc3)n2n1,0.167
